transaction_id,customer_degree_before,device_degree_before,instrument_degree_before,merchant_degree_before,customer_device_count_before,customer_instrument_count_before,customer_merchant_count_before,device_customer_count_before,device_merchant_count_before,instrument_customer_count_before,instrument_merchant_count_before,other_customers_on_device,other_customers_on_instrument,other_merchants_on_device,other_merchants_on_instrument,shared_device_count_for_customer,shared_instrument_count_for_customer,customers_connected_via_device,customers_connected_via_instrument,merchants_connected_via_device,merchants_connected_via_instrument,connected_entity_count,local_degree,neighbor_count,unique_customer_neighbors,unique_merchant_neighbors,other_customers_same_device_5m,other_customers_same_device_30m,other_customers_same_device_1h,other_customers_same_instrument_5m,other_customers_same_instrument_30m,other_customers_same_instrument_1h
txn_04524,4,12,4,168,1,1,2,5,7,2,2,4,2,7,2,1,1,4,1,7,2,184,188,184,62,8,0,0,0,0,0,0
txn_07067,3,11,4,141,1,1,1,6,5,2,2,5,1,5,2,1,1,5,1,5,2,156,159,156,54,6,0,0,0,0,0,0
txn_04342,0,8,11,229,0,0,0,3,5,4,7,3,4,5,7,0,0,0,0,5,7,248,248,248,84,12,0,0,0,0,0,0
txn_05362,0,23,3,78,0,0,0,9,14,1,2,9,1,14,2,0,0,0,0,14,2,104,104,104,37,16,0,0,0,0,0,0
txn_06218,0,6,4,88,0,0,0,2,4,2,2,2,2,4,2,0,0,0,0,4,2,98,98,98,34,6,0,0,0,0,0,0
txn_08885,5,9,14,164,1,2,2,4,5,6,8,3,6,4,8,1,2,3,4,4,8,187,192,187,64,13,0,0,0,0,0,0
txn_09119,5,17,11,232,2,1,2,7,10,6,5,6,5,10,5,2,1,13,5,10,5,259,265,259,89,13,0,0,0,0,0,0
txn_03821,0,9,6,159,0,0,0,5,4,3,3,5,3,3,3,0,0,0,0,3,3,172,174,172,61,7,0,0,0,0,0,0
txn_08571,3,9,4,196,1,1,1,4,5,2,2,3,1,5,2,1,1,3,1,5,2,209,212,209,71,6,0,0,0,0,0,0
txn_08760,3,14,10,90,1,1,1,6,8,4,6,5,3,8,6,1,1,5,3,8,6,113,117,113,38,12,0,0,0,0,0,0
txn_07012,11,4,5,42,4,3,4,2,2,2,3,1,1,2,3,4,3,16,11,2,3,58,62,58,16,7,0,0,0,0,0,0
txn_07490,0,10,2,95,0,0,0,4,6,1,1,4,1,6,1,0,0,0,0,6,1,107,107,107,37,7,0,0,0,0,0,0
txn_06564,0,3,5,235,0,0,0,1,2,2,3,1,2,2,3,0,0,0,0,2,3,243,243,243,82,5,0,0,0,0,0,0
txn_06769,3,18,7,98,1,1,1,7,11,2,5,7,2,11,5,1,1,6,2,11,5,126,126,126,42,17,0,0,0,0,0,0
txn_05651,4,15,0,190,1,1,2,6,9,0,0,5,0,9,0,1,1,5,3,9,0,206,209,206,67,9,0,0,0,0,0,0
txn_03778,0,10,2,26,0,0,0,4,6,1,1,4,1,6,1,0,0,0,0,6,1,38,38,38,14,7,0,0,0,0,0,0
txn_07847,3,8,6,199,1,1,1,3,5,3,3,3,2,5,2,1,1,2,2,5,2,213,216,213,72,8,0,0,0,0,0,0
txn_09443,5,13,14,165,1,2,2,5,8,6,8,5,5,8,8,1,2,5,6,8,8,194,197,194,66,15,0,0,0,0,0,0
txn_05919,5,8,5,9,2,1,2,4,4,2,3,4,2,4,3,2,1,7,2,4,3,27,27,27,9,9,0,0,0,0,0,0
txn_06383,5,16,10,77,1,2,2,6,10,4,6,5,3,9,6,1,2,5,4,9,6,101,108,101,32,15,0,0,0,0,0,0
txn_06947,0,8,3,337,0,0,0,2,6,1,2,2,1,6,2,0,0,0,0,6,2,346,348,346,121,7,0,0,0,0,0,0
txn_02857,0,7,6,15,0,0,0,2,5,2,4,2,2,5,4,0,0,0,0,5,4,28,28,28,9,9,0,0,0,0,0,0
txn_07131,8,18,10,157,1,3,4,5,13,4,6,4,3,13,6,1,3,4,7,13,6,186,193,186,60,17,0,0,0,0,0,0
txn_05157,3,14,15,196,1,1,1,6,8,6,9,5,5,8,9,1,1,5,5,8,9,224,228,224,77,15,0,0,0,0,0,0
txn_05148,0,8,10,202,0,0,0,3,5,4,6,3,4,5,6,0,0,0,0,5,6,219,220,219,75,10,0,0,0,0,0,0
txn_04311,0,15,2,27,0,0,0,6,9,1,1,6,1,9,1,0,0,0,0,9,1,44,44,44,16,10,0,0,0,0,0,0
txn_03327,0,13,2,99,0,0,0,5,8,1,1,5,1,8,1,0,0,0,0,8,1,114,114,114,39,9,0,0,0,0,0,0
txn_05051,3,2,9,180,1,1,1,1,1,4,5,0,3,1,5,0,1,0,3,1,5,191,194,191,66,5,0,0,0,0,0,0
txn_09341,3,14,8,340,1,1,1,6,8,4,4,5,3,8,4,1,1,5,3,8,4,362,365,362,128,11,0,0,0,0,0,0
txn_06845,3,11,2,189,1,1,1,5,6,1,1,4,1,5,1,1,1,4,4,5,1,201,205,201,62,7,0,0,0,0,0,0
txn_09272,7,15,15,144,2,2,3,6,9,6,9,5,5,9,9,2,2,10,6,9,9,175,181,175,59,16,0,0,0,0,0,0
txn_02941,7,11,2,116,2,2,3,5,6,1,1,4,0,6,1,2,1,10,2,6,1,133,136,133,43,8,0,0,0,0,0,0
txn_06461,7,16,10,189,2,2,3,6,10,4,6,5,3,9,6,2,2,13,5,9,6,216,222,216,71,17,0,0,0,0,0,0
txn_02365,6,25,15,82,1,2,3,9,16,5,10,8,4,16,10,1,1,8,4,16,10,121,128,121,40,23,0,0,0,0,0,0
txn_08838,5,17,16,85,1,1,3,6,11,6,10,5,5,10,9,1,1,5,5,10,9,111,123,111,37,17,0,0,0,0,0,0
txn_02913,3,4,9,95,1,1,1,2,2,4,5,2,4,2,5,1,1,4,4,2,5,111,111,111,38,8,0,0,0,0,0,0
txn_00376,5,7,10,201,1,2,2,3,4,4,6,3,3,4,6,1,2,6,6,4,6,221,223,221,75,10,0,0,0,0,0,0
txn_04465,6,12,17,205,1,2,3,4,8,7,10,3,6,8,10,1,1,3,6,8,10,231,240,231,77,14,0,0,0,0,0,0
txn_02740,4,16,9,39,1,1,2,6,10,4,5,5,4,10,5,1,1,5,1,10,5,66,68,66,22,15,0,0,0,0,0,0
txn_08292,6,19,5,160,1,2,3,6,13,2,3,5,1,12,2,1,2,5,2,12,2,181,190,181,59,14,0,0,0,0,0,0
txn_08061,6,13,10,42,2,1,3,6,7,3,7,5,2,7,7,2,1,9,2,7,7,65,71,65,21,12,0,0,0,0,0,0
txn_07199,6,9,4,118,2,2,2,3,6,2,2,2,1,6,2,2,2,6,2,6,2,134,137,134,43,8,0,0,0,0,0,0
txn_01897,4,14,3,183,1,1,2,7,7,1,2,7,1,6,2,1,1,3,4,6,2,202,204,202,71,10,0,0,0,0,0,0
txn_05606,3,14,4,101,1,1,1,5,9,2,2,4,2,9,2,1,1,4,1,9,2,119,122,119,40,9,0,0,0,0,0,0
txn_03620,6,8,4,168,2,2,2,4,4,2,2,4,1,4,2,2,2,7,2,4,2,185,186,185,62,7,0,0,0,0,0,0
txn_05338,4,8,9,219,1,1,2,3,5,3,6,2,2,5,6,1,1,2,2,5,6,235,240,235,79,9,0,0,0,0,0,0
txn_02053,4,24,2,93,1,1,2,11,13,1,1,10,1,13,1,1,1,10,2,13,1,121,123,121,42,14,0,0,0,0,0,0
txn_08631,4,14,5,362,1,1,2,5,9,2,3,4,1,9,3,1,1,4,1,9,3,379,385,379,131,10,0,0,0,0,0,0
txn_06208,4,17,9,119,1,1,2,7,10,4,5,6,4,10,5,1,1,6,3,10,5,145,149,145,49,14,0,0,0,0,0,0
txn_07977,0,12,8,122,0,0,0,6,6,4,4,6,4,6,4,0,0,0,0,6,4,141,142,141,52,9,0,0,0,0,0,0
txn_01435,5,9,3,143,1,2,2,4,5,1,2,4,0,5,2,1,1,3,3,5,2,158,160,158,52,7,0,0,0,0,0,0
txn_01962,5,13,4,111,1,2,2,6,7,2,2,5,2,7,2,1,2,5,3,7,2,131,133,131,44,9,0,0,0,0,0,0
txn_06358,3,4,14,238,1,1,1,2,2,5,9,2,4,2,9,1,1,4,4,2,9,256,259,256,86,9,0,0,0,0,0,0
txn_08436,3,10,15,191,1,1,1,3,7,6,9,2,6,7,8,1,1,2,4,7,8,216,219,216,71,16,0,0,0,0,0,0
txn_06086,3,12,10,99,1,1,1,4,8,4,6,3,3,8,6,1,1,3,3,8,6,121,124,121,40,13,0,0,0,0,0,0
txn_04253,3,18,7,78,1,1,1,7,11,3,4,6,2,11,4,1,1,6,2,11,4,103,106,103,35,14,0,0,0,0,0,0
txn_01431,3,15,14,121,1,1,1,6,9,5,9,5,4,9,9,1,1,5,4,9,9,150,153,150,50,17,0,0,0,0,0,0
txn_05062,5,15,11,59,1,1,3,5,10,4,7,4,3,10,7,1,1,4,3,10,7,83,90,83,27,14,0,0,0,0,0,0
txn_04834,0,6,3,222,0,0,0,3,3,1,2,3,1,3,2,0,0,0,0,3,2,230,231,230,79,5,0,0,0,0,0,0
txn_04606,7,15,2,6,2,2,3,7,8,1,1,6,1,8,1,2,1,13,4,8,1,29,30,29,9,11,0,0,0,0,0,0
txn_06111,3,5,11,97,1,1,1,2,3,4,7,2,3,3,6,1,1,1,3,3,6,112,116,112,38,10,0,0,0,0,0,0
txn_06536,3,18,6,99,1,1,1,7,11,3,3,7,3,11,3,1,1,3,1,11,3,125,126,125,45,14,0,0,0,0,0,0
txn_04346,8,25,9,122,2,2,4,11,14,3,6,10,2,14,6,2,1,14,2,14,6,157,164,157,53,18,0,0,0,0,0,0
txn_07246,0,16,0,125,0,0,0,7,9,0,0,7,0,9,0,0,0,0,0,9,0,141,141,141,50,9,0,0,0,0,0,0
txn_01781,0,7,7,53,0,0,0,3,4,3,4,3,3,4,4,0,0,0,0,4,4,65,67,65,23,7,0,0,0,0,0,0
txn_03653,3,8,5,100,1,1,1,3,5,2,3,3,2,5,3,1,1,6,3,5,3,116,116,116,39,9,0,0,0,0,0,0
txn_00413,6,7,9,147,2,2,2,3,4,4,5,2,3,4,5,2,2,10,4,4,5,166,169,166,55,9,0,0,0,0,0,0
txn_05568,0,2,2,78,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,82,82,82,28,2,0,0,0,0,0,0
txn_01639,0,18,9,365,0,0,0,5,13,4,5,5,4,12,5,0,0,0,0,12,5,390,392,390,136,17,0,0,0,0,0,0
txn_07703,4,14,5,110,1,1,2,6,8,2,3,5,1,8,3,1,1,5,1,8,3,127,133,127,42,9,0,0,0,0,0,0
txn_05567,6,12,6,208,2,1,3,5,7,2,4,5,1,7,4,2,1,11,1,7,4,228,232,228,76,11,0,0,0,0,0,0
txn_04759,0,5,4,126,0,0,0,2,3,2,2,2,2,3,2,0,0,0,0,3,2,135,135,135,46,5,0,0,0,0,0,0
txn_02916,3,28,4,193,1,1,1,8,20,2,2,7,2,20,2,1,1,7,1,20,2,226,228,226,72,21,0,0,0,0,0,0
txn_02931,3,8,5,102,1,1,1,4,4,2,3,4,1,4,3,1,1,3,1,4,3,117,118,117,39,7,0,0,0,0,0,0
txn_09294,3,13,12,343,1,1,1,6,7,5,7,5,4,7,7,1,1,5,4,7,7,368,371,368,130,13,0,0,0,0,0,0
txn_05851,5,13,6,95,2,1,2,6,7,1,5,5,1,7,5,2,1,15,3,7,5,118,119,118,38,13,0,0,0,0,0,0
txn_03889,3,9,7,128,1,1,1,4,5,3,4,3,3,5,4,1,1,3,1,5,4,146,147,146,50,9,0,0,0,0,0,0
txn_08650,4,8,3,53,1,1,2,3,5,1,2,2,0,5,2,1,0,2,0,5,2,63,68,63,20,5,0,0,0,0,0,0
txn_03254,3,6,7,60,1,1,1,3,3,3,4,2,3,3,4,1,0,2,0,3,4,75,76,75,25,7,0,0,0,0,0,0
txn_09572,6,14,4,204,2,1,3,6,8,1,3,5,0,8,3,2,0,8,0,8,3,222,228,222,75,9,0,0,0,0,0,0
txn_00832,5,7,5,79,2,1,2,4,3,2,3,3,1,3,3,2,1,5,1,3,3,92,96,92,31,5,0,0,0,0,0,0
txn_01815,7,22,3,105,2,2,3,10,12,1,2,9,0,12,2,2,1,14,5,12,2,132,137,132,44,13,0,0,0,0,0,0
txn_08780,0,12,2,199,0,0,0,5,7,1,1,5,1,6,1,0,0,0,0,6,1,212,213,212,73,8,0,0,0,0,0,0
txn_00985,3,6,7,217,1,1,1,3,3,3,4,2,2,3,4,1,1,2,2,3,4,230,233,230,78,6,0,0,0,0,0,0
txn_05881,5,14,6,367,1,2,2,6,8,3,3,6,2,7,3,1,2,3,3,7,3,390,392,390,136,12,0,0,0,0,0,0
txn_03329,3,9,7,53,1,1,1,4,5,2,5,3,2,5,5,1,0,3,0,5,5,70,72,70,23,9,0,0,0,0,0,0
txn_02175,5,17,0,15,2,1,2,7,10,0,0,6,0,10,0,2,1,9,3,10,0,36,37,36,11,11,0,0,0,0,0,0
txn_05437,3,14,3,241,1,1,1,6,8,1,2,5,1,8,2,1,1,5,1,8,2,260,261,260,87,10,0,0,0,0,0,0
txn_03978,3,6,9,75,1,1,1,3,3,4,5,2,3,3,5,1,1,2,3,3,5,90,93,90,30,7,0,0,0,0,0,0
txn_09116,5,7,8,131,1,2,2,3,4,4,4,2,3,4,3,1,2,2,5,4,3,144,151,144,49,6,0,0,0,0,0,0
txn_08636,4,15,0,56,1,1,2,6,9,0,0,5,0,9,0,1,1,5,1,9,0,73,75,73,24,9,0,0,0,0,0,0
txn_03560,8,10,5,201,2,2,4,4,6,2,3,4,1,6,3,2,2,5,2,6,3,223,224,223,74,12,0,0,0,0,0,0
txn_04713,4,7,11,155,1,1,2,3,4,4,7,2,3,4,7,1,1,2,3,4,7,171,177,171,58,8,0,0,0,0,0,0
txn_04375,3,6,11,83,1,1,1,3,3,6,5,3,5,3,5,1,1,7,5,3,5,101,103,101,36,7,0,0,0,0,0,0
txn_04950,3,10,4,56,1,1,1,4,6,1,3,4,1,6,3,1,1,4,3,6,3,71,73,71,23,10,0,0,0,0,0,0
txn_05665,3,10,4,346,1,1,1,4,6,2,2,4,2,6,2,1,1,14,4,6,2,363,363,363,128,9,0,0,0,0,0,0
txn_07178,6,20,8,171,2,2,2,8,12,3,5,7,2,12,5,2,2,11,6,12,5,202,205,202,67,17,0,0,0,0,0,0
txn_00415,3,5,3,196,1,1,1,2,3,1,2,1,1,3,2,1,1,1,1,3,2,206,207,206,66,5,0,0,0,0,0,0
txn_08008,7,7,9,103,2,2,3,3,4,3,6,3,2,4,6,2,2,4,6,4,6,123,126,123,39,11,0,0,0,0,0,0
txn_04887,3,14,4,27,1,1,1,6,8,2,2,5,1,8,2,1,1,5,1,8,2,45,48,45,15,9,0,0,0,0,0,0
txn_01967,4,10,9,211,1,1,2,3,7,4,5,3,4,7,5,1,1,5,2,7,5,233,234,233,78,14,0,0,0,0,0,0
txn_01829,3,5,2,53,1,1,1,2,3,1,1,2,1,3,1,1,1,9,2,3,1,63,63,63,21,5,0,0,0,0,0,0
txn_03129,5,15,0,204,2,1,2,7,8,0,0,7,0,8,0,2,1,7,2,8,0,224,224,224,77,10,0,0,0,0,0,0
txn_07902,5,14,13,54,1,2,2,6,8,5,8,6,4,8,8,1,2,2,7,8,8,83,86,83,28,15,0,0,0,0,0,0
txn_01201,3,12,2,82,1,1,1,5,7,1,1,4,0,7,1,1,0,4,0,7,1,96,99,96,32,7,0,0,0,0,0,0
txn_02159,5,17,11,149,1,1,3,7,10,4,7,6,3,10,7,1,1,6,3,10,7,175,182,175,59,14,0,0,0,0,0,0
txn_02205,3,4,0,152,1,1,1,2,2,0,0,1,0,2,0,1,1,1,5,2,0,157,159,157,52,2,0,0,0,0,0,0
txn_07518,5,9,7,207,1,2,2,4,5,3,4,3,2,5,4,1,2,3,5,5,4,223,228,223,76,7,0,0,0,0,0,0
txn_02202,3,12,19,138,1,1,1,4,8,8,11,3,7,7,10,1,1,3,7,7,10,166,172,166,56,18,0,0,0,0,0,0
txn_05422,0,5,12,220,0,0,0,2,3,4,8,2,4,3,8,0,0,0,0,3,8,237,237,237,81,11,0,0,0,0,0,0
txn_03896,5,12,9,369,2,1,2,5,7,5,4,4,5,7,4,2,1,5,2,7,4,392,395,392,139,10,0,0,0,0,0,0
txn_02200,0,11,2,98,0,0,0,4,7,1,1,4,1,7,1,0,0,0,0,7,1,110,111,110,38,7,0,0,0,0,0,0
txn_03613,5,6,9,57,2,1,2,3,3,4,5,3,3,3,5,2,1,10,3,3,5,75,77,75,25,8,0,0,0,0,0,0
txn_03424,9,2,9,155,2,3,4,1,1,4,5,0,3,1,5,1,2,3,9,1,5,171,175,171,55,8,0,0,0,0,0,0
txn_01441,5,0,2,158,1,2,2,0,0,1,1,0,0,0,1,1,1,3,2,0,1,164,165,164,53,2,0,0,0,0,0,0
txn_03748,6,7,10,207,2,2,2,4,3,4,6,3,3,3,5,2,1,10,3,3,5,224,230,224,76,9,0,0,0,0,0,0
txn_04391,0,17,10,56,0,0,0,7,10,4,6,7,4,10,6,0,0,0,0,10,6,79,83,79,29,13,0,0,0,0,0,0
txn_04126,4,7,6,112,1,1,2,3,4,2,4,2,2,4,4,1,1,2,4,4,4,125,129,125,42,7,0,0,0,0,0,0
txn_07958,6,2,6,21,2,2,2,1,1,3,3,0,2,1,3,1,1,4,2,1,3,32,35,32,9,4,0,0,0,0,0,0
txn_06789,6,11,9,104,1,1,4,4,7,2,7,3,1,7,7,1,1,3,1,7,7,121,130,121,39,10,0,0,0,0,0,0
txn_07437,9,12,8,113,3,3,3,5,7,4,4,4,3,7,4,3,3,11,7,7,4,138,142,138,45,12,0,0,0,0,0,0
txn_05635,3,16,0,62,1,1,1,7,9,0,0,6,0,9,0,1,1,6,1,9,0,80,81,80,27,9,0,0,0,0,0,0
txn_06868,3,13,11,209,1,1,1,6,7,5,6,5,5,7,6,1,1,5,2,7,6,234,236,234,82,12,0,0,0,0,0,0
txn_06678,6,12,11,44,2,1,3,6,6,4,7,5,3,5,7,2,1,6,3,5,7,66,73,66,22,12,0,0,0,0,0,0
txn_04380,5,4,4,223,1,2,2,2,2,2,2,2,1,2,2,1,2,1,4,2,2,235,236,235,79,5,0,0,0,0,0,0
txn_01880,0,8,5,158,0,0,0,4,4,1,4,4,1,4,4,0,0,0,0,4,4,171,171,171,59,8,0,0,0,0,0,0
txn_03413,5,12,8,123,2,1,2,4,8,3,5,3,2,8,5,2,1,12,2,8,5,144,148,144,46,12,0,0,0,0,0,0
txn_04333,5,13,10,65,1,2,2,5,8,4,6,4,4,8,6,1,2,4,7,8,6,90,93,90,30,13,0,0,0,0,0,0
txn_03286,6,17,6,244,2,2,2,8,9,1,5,7,1,9,5,2,2,10,6,9,5,272,273,272,90,15,0,0,0,0,0,0
txn_04865,5,12,11,199,2,1,2,6,6,5,6,5,4,6,6,2,1,8,4,6,6,222,227,222,74,10,0,0,0,0,0,0
txn_05311,9,7,10,68,2,2,5,2,5,4,6,2,3,5,6,2,2,9,5,5,6,91,94,91,28,13,0,0,0,0,0,0
txn_03866,3,2,8,57,1,1,1,1,1,3,5,1,2,1,5,1,1,2,2,1,5,69,70,69,22,6,0,0,0,0,0,0
txn_00202,3,11,4,212,1,1,1,5,6,2,2,5,1,6,2,1,1,6,1,6,2,228,230,228,78,8,0,0,0,0,0,0
txn_02284,11,5,3,349,4,3,4,2,3,1,2,2,0,3,2,3,2,15,10,3,2,365,368,365,125,7,0,0,0,0,0,0
txn_02416,4,9,7,202,1,1,2,4,5,3,4,3,3,5,4,1,1,3,2,5,4,219,222,219,72,8,0,0,0,0,0,0
txn_03262,3,13,4,84,1,1,1,6,7,2,2,5,1,7,2,1,1,5,1,7,2,101,104,101,34,8,0,0,0,0,0,0
txn_03697,7,12,16,215,1,2,4,5,7,6,10,4,5,7,10,1,2,4,7,7,10,240,250,240,83,12,0,0,0,0,0,0
txn_08188,6,8,8,214,1,2,3,3,5,3,5,2,2,5,5,1,2,2,6,5,5,230,236,230,76,8,0,0,0,0,0,0
txn_04898,8,15,6,85,1,2,5,5,10,2,4,4,1,10,4,1,2,4,3,10,4,106,114,106,34,12,0,0,0,0,0,0
txn_08758,3,14,2,178,1,1,1,6,8,1,1,5,0,8,1,1,0,5,0,8,1,194,197,194,66,8,0,0,0,0,0,0
txn_09333,4,8,4,161,1,1,2,3,5,2,2,2,2,5,2,1,1,2,1,5,2,174,177,174,59,6,0,0,0,0,0,0
txn_03784,5,12,6,106,1,2,2,5,7,3,3,4,3,7,3,1,2,4,7,7,3,127,129,127,43,10,0,0,0,0,0,0
txn_05994,6,16,3,114,1,2,3,6,10,1,2,5,1,10,2,1,1,5,3,10,2,136,139,136,44,12,0,0,0,0,0,0
txn_03165,5,11,7,70,2,1,2,3,8,3,4,2,3,8,4,2,1,4,2,8,4,91,93,91,28,12,0,0,0,0,0,0
txn_00118,4,6,5,109,1,1,2,3,3,2,3,2,1,3,3,1,1,2,1,3,3,119,124,119,40,4,0,0,0,0,0,0
txn_09338,3,20,5,247,1,1,1,9,11,2,3,9,2,10,3,1,1,5,2,10,3,273,275,273,93,15,0,0,0,0,0,0
txn_06665,0,8,4,174,0,0,0,3,5,2,2,3,2,5,2,0,0,0,0,5,2,186,186,186,64,7,0,0,0,0,0,0
txn_09457,6,15,9,106,2,2,2,6,9,3,6,5,3,9,6,2,2,12,4,9,6,135,136,135,44,16,0,0,0,0,0,0
txn_07836,0,14,17,80,0,0,0,5,9,6,11,5,6,8,11,0,0,0,0,8,11,107,111,107,37,17,0,0,0,0,0,0
txn_06448,0,4,4,191,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,2,2,199,199,199,64,4,0,0,0,0,0,0
txn_00218,0,9,11,63,0,0,0,4,5,4,7,4,4,5,7,0,0,0,0,5,7,83,83,83,29,12,0,0,0,0,0,0
txn_04496,3,9,4,138,1,1,1,4,5,2,2,3,1,5,2,1,1,3,1,5,2,151,154,151,51,6,0,0,0,0,0,0
txn_03513,5,6,7,108,1,1,3,2,4,2,5,1,1,4,5,1,1,1,1,4,5,119,126,119,38,6,0,0,0,0,0,0
txn_05264,6,7,10,225,2,2,2,3,4,5,5,3,5,3,5,2,2,10,7,3,5,244,248,244,84,8,0,0,0,0,0,0
txn_07626,0,2,0,372,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,374,374,374,132,1,0,0,0,0,0,0
txn_06472,0,17,2,9,0,0,0,6,11,1,1,6,1,11,1,0,0,0,0,11,1,28,28,28,10,12,0,0,0,0,0,0
txn_08211,6,19,4,9,1,2,3,6,13,2,2,5,1,13,2,1,2,5,2,13,2,33,38,33,9,14,0,0,0,0,0,0
txn_00564,3,10,12,57,1,1,1,4,6,5,7,4,4,6,6,1,1,4,4,6,6,79,82,79,26,13,0,0,0,0,0,0
txn_05908,5,12,4,133,1,1,3,5,7,2,2,4,2,7,2,1,1,4,2,7,2,151,154,151,52,9,0,0,0,0,0,0
txn_01325,5,7,4,73,1,2,2,3,4,2,2,3,1,4,2,1,2,5,4,4,2,88,89,88,28,7,0,0,0,0,0,0
txn_09477,3,12,6,352,1,1,1,4,8,2,4,3,1,7,3,1,1,3,1,7,3,365,373,365,126,10,0,0,0,0,0,0
txn_07927,8,14,13,193,3,1,4,5,9,4,9,4,3,8,8,3,1,10,3,8,8,215,228,215,71,15,0,0,0,0,0,0
txn_07708,4,10,10,63,1,1,2,4,6,3,7,3,2,6,6,1,1,3,2,6,6,80,87,80,25,11,0,0,0,0,0,0
txn_07044,9,17,9,77,3,3,3,7,10,4,5,6,3,10,5,3,3,18,14,10,5,108,112,108,35,15,0,0,0,0,0,0
txn_06177,3,9,4,182,1,1,1,4,5,2,2,3,1,5,2,1,1,3,1,5,2,194,198,194,64,6,0,0,0,0,0,0
txn_04972,3,12,7,194,1,1,1,5,7,3,4,4,2,7,4,1,1,4,2,7,4,213,216,213,67,10,0,0,0,0,0,0
txn_08933,5,13,4,59,1,2,2,7,6,2,2,7,1,6,2,1,2,6,3,6,2,80,81,80,28,9,0,0,0,0,0,0
txn_05859,3,13,8,68,1,1,1,5,8,4,4,4,3,8,4,1,1,4,3,8,4,89,92,89,30,11,0,0,0,0,0,0
txn_05607,4,10,5,115,1,1,2,4,6,2,3,4,1,6,3,1,1,3,1,6,3,130,134,130,44,7,0,0,0,0,0,0
txn_08287,5,10,3,197,2,1,2,5,5,1,2,4,0,5,2,2,0,6,0,5,2,211,215,211,66,6,0,0,0,0,0,0
txn_03233,5,15,6,352,1,1,3,6,9,2,4,5,1,9,4,1,1,5,1,9,4,371,378,371,130,10,0,0,0,0,0,0
txn_09448,5,11,4,88,1,1,3,5,6,1,3,5,0,6,3,1,0,4,0,6,3,105,108,105,35,9,0,0,0,0,0,0
txn_02881,3,24,5,81,1,1,1,11,13,2,3,10,2,12,3,1,1,10,1,12,3,109,113,109,38,16,0,0,0,0,0,0
txn_08163,3,4,11,46,1,1,1,2,2,5,6,2,4,2,6,1,1,4,4,2,6,62,64,62,22,7,0,0,0,0,0,0
txn_09976,5,6,10,141,1,1,3,2,4,3,7,1,3,4,7,1,0,1,0,4,7,158,162,158,52,10,0,0,0,0,0,0
txn_01491,3,8,8,161,1,1,1,3,5,3,5,2,2,5,4,1,1,2,2,5,4,175,180,175,59,9,0,0,0,0,0,0
txn_09059,8,15,12,59,2,3,3,6,9,4,8,6,3,9,8,2,3,9,7,9,8,92,94,92,29,18,0,0,0,0,0,0
txn_09106,6,13,12,144,2,1,3,6,7,5,7,5,4,7,7,2,1,8,4,7,7,168,175,168,58,11,0,0,0,0,0,0
txn_00822,7,6,13,90,1,1,5,1,5,4,9,0,3,4,8,0,1,0,3,4,8,102,116,102,33,9,0,0,0,0,0,0
txn_04828,5,15,2,71,2,1,2,7,8,1,1,6,1,8,1,2,1,11,1,8,1,91,93,91,31,9,0,0,0,0,0,0
txn_00579,0,15,7,171,0,0,0,8,7,2,5,8,2,7,5,0,0,0,0,7,5,191,193,191,68,10,0,0,0,0,0,0
txn_07179,0,12,6,375,0,0,0,5,7,2,4,5,2,7,4,0,0,0,0,7,4,392,393,392,138,11,0,0,0,0,0,0
txn_01423,5,7,4,210,2,1,2,2,5,2,2,1,2,4,2,2,1,6,2,4,2,222,226,222,74,8,0,0,0,0,0,0
txn_09286,5,9,7,53,2,1,2,4,5,3,4,3,2,5,4,2,1,6,2,5,4,70,74,70,23,8,0,0,0,0,0,0
txn_09893,5,12,2,49,2,1,2,6,6,1,1,5,1,6,1,2,1,10,6,6,1,67,68,67,23,8,0,0,0,0,0,0
txn_00131,5,29,2,18,1,2,2,8,21,1,1,7,0,21,1,1,1,7,3,21,1,50,54,50,13,21,0,0,0,0,0,0
txn_04191,3,12,3,42,1,1,1,4,8,1,2,4,1,8,2,1,1,5,5,8,2,59,60,59,19,11,0,0,0,0,0,0
txn_03657,8,8,15,21,3,1,4,4,4,5,10,3,4,4,9,3,1,15,4,4,9,44,52,44,13,13,0,0,0,0,0,0
txn_01907,0,12,4,33,0,0,0,5,7,2,2,5,2,7,2,0,0,0,0,7,2,49,49,49,18,9,0,0,0,0,0,0
txn_08679,4,17,0,117,1,1,2,6,11,0,0,5,0,11,0,1,1,5,3,11,0,136,138,136,44,11,0,0,0,0,0,0
txn_09529,7,8,8,94,2,2,3,3,5,4,4,2,3,5,4,2,2,4,4,5,4,114,117,114,37,10,0,0,0,0,0,0
txn_08224,7,14,7,227,2,1,4,6,8,2,5,5,1,8,5,2,1,8,1,8,5,246,255,246,84,10,0,0,0,0,0,0
txn_09561,3,17,6,181,1,1,1,6,11,2,4,5,1,11,4,1,1,5,1,11,4,204,207,204,68,14,0,0,0,0,0,0
txn_04826,4,11,4,378,1,1,2,5,6,2,2,4,2,6,2,1,1,4,3,6,2,393,397,393,139,7,0,0,0,0,0,0
txn_09759,5,18,6,226,1,2,2,6,12,3,3,5,2,11,3,1,2,5,5,11,3,249,255,249,83,14,0,0,0,0,0,0
