transaction_id,split
txn_00729,train
txn_08149,train
txn_05260,train
txn_02874,train
txn_01632,train
txn_06632,train
txn_05088,train
txn_05523,train
txn_04290,train
txn_03366,train
txn_05533,train
txn_02168,train
txn_09555,train
txn_03172,train
txn_07886,train
txn_07214,train
txn_02967,train
txn_00601,train
txn_04815,train
txn_02743,train
txn_05142,train
txn_03654,train
txn_06889,train
txn_08627,train
txn_06059,train
txn_02847,train
txn_00307,train
txn_05375,train
txn_08338,train
txn_04032,train
txn_09506,train
txn_01461,train
txn_02270,train
txn_00526,train
txn_02640,train
txn_07450,train
txn_00608,train
txn_01089,train
txn_07002,train
txn_04615,train
txn_07855,train
txn_05047,train
txn_00600,train
txn_03301,train
txn_05581,train
txn_00825,train
txn_09092,train
txn_09526,train
txn_01338,train
txn_08383,train
txn_07031,train
txn_07362,train
txn_08459,train
txn_09249,train
txn_08430,train
txn_05903,train
txn_07455,train
txn_07330,train
txn_02755,train
txn_02495,train
txn_06054,train
txn_08685,train
txn_03404,train
txn_02302,train
txn_09747,train
txn_02614,train
txn_07689,train
txn_05597,train
txn_00133,train
txn_01304,train
txn_04920,train
txn_07293,train
txn_04413,train
txn_01854,train
txn_06776,train
txn_05232,train
txn_02094,train
txn_03346,train
txn_06660,train
txn_06607,train
txn_05166,train
txn_06195,train
txn_06193,train
txn_01215,train
txn_07228,train
txn_03051,train
txn_01437,train
txn_08566,train
txn_08513,train
txn_08614,train
txn_04408,train
txn_06971,train
txn_00753,train
txn_02458,train
txn_01149,train
txn_02826,train
txn_06020,train
txn_02479,train
txn_07673,train
txn_05109,train
txn_05890,train
txn_07530,train
txn_05382,train
txn_04979,train
txn_08006,train
txn_01034,train
txn_03136,train
txn_03484,train
txn_08449,train
txn_07729,train
txn_09944,train
txn_09882,train
txn_08978,train
txn_01202,train
txn_06321,train
txn_05957,train
txn_06903,train
txn_05096,train
txn_06222,train
txn_08882,train
txn_03785,train
txn_02635,train
txn_06747,train
txn_09783,train
txn_05588,train
txn_01515,train
txn_09355,train
txn_09502,train
txn_08089,train
txn_03323,train
txn_07410,train
txn_05912,train
txn_06395,train
txn_08003,train
txn_02111,train
txn_07365,train
txn_03812,train
txn_02009,train
txn_04289,train
txn_00064,train
txn_07224,train
txn_06565,train
txn_09218,train
txn_00391,train
txn_00582,train
txn_06713,train
txn_03116,train
txn_01227,train
txn_08490,train
txn_00027,train
txn_05570,train
txn_03389,train
txn_07807,train
txn_02004,train
txn_00143,train
txn_07685,train
txn_08932,train
txn_03517,train
txn_09007,train
txn_01319,train
txn_02921,train
txn_06089,train
txn_09589,train
txn_00839,train
txn_02702,train
txn_02031,train
txn_05023,train
txn_05826,train
txn_09825,train
txn_05288,train
txn_08492,train
txn_09569,train
txn_08446,train
txn_06332,train
txn_01205,train
txn_08200,train
txn_06630,train
txn_04762,train
txn_03373,train
txn_07598,train
txn_07252,train
txn_06042,train
txn_06840,train
txn_02354,train
txn_01422,train
txn_03415,train
txn_00176,train
txn_04874,train
txn_03721,train
txn_05608,train
txn_02134,train
txn_05363,train
txn_01903,train
txn_08499,train
txn_03857,train
txn_05524,train
txn_02163,train
txn_03506,train
txn_02820,train
txn_01426,train
txn_02444,train
txn_06703,train
txn_09527,train
txn_02469,train
txn_02628,train
txn_08397,train
txn_05329,train
txn_08049,train
txn_03633,train
txn_08480,train
txn_00478,train
txn_01388,train
txn_09515,train
txn_00613,train
txn_00644,train
txn_00311,train
txn_00674,train
txn_05446,train
txn_04181,train
txn_08113,train
txn_00402,train
txn_00828,train
txn_05182,train
txn_09435,train
txn_01427,train
txn_04951,train
txn_01709,train
txn_05960,train
txn_04731,train
txn_05921,train
txn_09314,train
txn_08329,train
txn_06374,train
txn_05713,train
txn_01919,train
txn_06032,train
txn_01706,train
txn_06782,train
txn_04988,train
txn_07636,train
txn_03229,train
txn_05526,train
txn_02234,train
txn_03427,train
txn_07572,train
txn_08295,train
txn_00463,train
txn_08770,train
txn_01188,train
txn_02905,train
txn_00188,train
txn_05723,train
txn_03265,train
txn_00781,train
txn_01335,train
txn_01868,train
txn_08361,train
txn_05262,train
txn_09039,train
txn_06114,train
txn_07423,train
txn_07843,train
txn_08836,train
txn_04236,train
txn_07642,train
txn_01044,train
txn_06714,train
txn_04801,train
txn_05195,train
txn_06700,train
txn_09653,train
txn_09581,train
txn_00215,train
txn_07793,train
txn_07817,train
txn_06757,train
txn_02733,train
txn_04091,train
txn_00929,train
txn_00728,train
txn_01483,train
txn_04004,train
txn_03005,train
txn_03558,train
txn_01692,train
txn_03049,train
txn_02747,train
txn_02486,train
txn_03085,train
txn_01939,train
txn_00724,train
txn_09503,train
txn_07589,train
txn_08509,train
txn_02349,train
txn_00928,train
txn_00024,train
txn_01572,train
txn_06047,train
txn_04851,train
txn_08464,train
txn_07559,train
txn_02206,train
txn_02019,train
txn_04479,train
txn_07480,train
txn_02472,train
txn_07418,train
txn_01116,train
txn_07761,train
txn_04959,train
txn_06139,train
txn_04331,train
txn_04562,train
txn_04583,train
txn_07430,train
txn_05005,train
txn_02063,train
txn_06674,train
txn_05696,train
txn_02174,train
txn_06140,train
txn_01561,train
txn_01914,train
txn_08656,train
txn_01589,train
txn_00113,train
txn_00163,train
txn_03846,train
txn_09584,train
txn_01945,train
txn_06541,train
txn_08887,train
txn_00387,train
txn_03271,train
txn_06291,train
txn_07932,train
txn_00509,train
txn_07820,train
txn_06468,train
txn_05902,train
txn_08661,train
txn_02398,train
txn_04891,train
txn_07892,train
txn_08381,train
txn_01117,train
txn_03667,train
txn_02627,train
txn_03226,train
txn_08161,train
txn_04777,train
txn_05780,train
txn_07181,train
txn_04604,train
txn_05905,train
txn_07951,train
txn_01612,train
txn_06504,train
txn_04939,train
txn_03046,train
txn_03636,train
txn_09147,train
txn_02977,train
txn_09334,train
txn_03909,train
txn_08867,train
txn_04937,train
txn_01250,train
txn_04987,train
txn_06266,train
txn_07901,train
txn_06272,train
txn_07952,train
txn_09593,train
txn_09520,train
txn_06060,train
txn_00535,train
txn_00606,train
txn_06818,train
txn_03325,train
txn_03526,train
txn_01391,train
txn_00472,train
txn_09501,train
txn_08898,train
txn_04011,train
txn_05565,train
txn_05888,train
txn_07284,train
txn_08122,train
txn_08653,train
txn_02061,train
txn_05641,train
txn_07217,train
txn_09851,train
txn_07969,train
txn_08558,train
txn_06582,train
txn_06734,train
txn_05346,train
txn_07304,train
txn_02776,train
txn_06083,train
txn_09098,train
txn_05445,train
txn_05872,train
txn_01396,train
txn_00506,train
txn_05221,train
txn_02257,train
txn_06685,train
txn_02253,train
txn_02932,train
txn_05444,train
txn_02593,train
txn_07260,train
txn_08230,train
txn_08461,train
txn_03330,train
txn_01772,train
txn_05855,train
txn_02088,train
txn_04016,train
txn_04773,train
txn_06023,train
txn_00156,train
txn_01299,train
txn_02326,train
txn_03871,train
txn_03827,train
txn_02213,train
txn_03461,train
txn_00046,train
txn_02615,train
txn_03304,train
txn_04323,train
txn_04911,train
txn_01159,train
txn_04825,train
txn_08233,train
txn_09409,train
txn_03996,train
txn_03555,train
txn_06200,train
txn_06215,train
txn_01295,train
txn_03615,train
txn_08701,train
txn_09020,train
txn_09868,train
txn_08798,train
txn_09824,train
txn_03341,train
txn_01787,train
txn_04010,train
txn_00358,train
txn_00260,train
txn_01452,train
txn_03601,train
txn_09994,train
txn_07143,train
txn_02059,train
txn_01613,train
txn_04426,train
txn_08493,train
txn_08975,train
txn_06108,train
txn_08609,train
txn_03883,train
txn_07057,train
txn_08205,train
txn_03371,train
txn_05683,train
txn_02315,train
txn_03564,train
txn_02037,train
txn_05405,train
txn_07914,train
txn_00575,train
txn_07439,train
txn_06495,train
txn_08429,train
txn_07716,train
txn_00160,train
txn_07240,train
txn_07270,train
txn_00989,train
txn_01479,train
txn_04517,train
txn_03923,train
txn_01970,train
txn_04587,train
txn_04649,train
txn_04704,train
txn_06876,train
txn_09297,train
txn_09471,train
txn_06588,train
txn_00961,train
txn_06079,train
txn_04254,train
txn_00075,train
txn_09126,train
txn_03556,train
txn_09204,train
txn_00296,train
txn_08393,train
txn_02121,train
txn_08357,train
txn_03565,train
txn_08916,train
txn_03554,train
txn_02968,train
txn_06551,train
txn_03933,train
txn_00789,train
txn_08017,train
txn_05778,train
txn_07734,train
txn_08344,train
txn_04927,train
txn_02012,train
txn_01539,train
txn_06499,train
txn_06187,train
txn_03338,train
txn_03813,train
txn_08800,train
txn_09206,train
txn_04223,train
txn_09390,train
txn_06766,train
txn_01014,train
txn_02103,train
txn_08252,train
txn_04882,train
txn_00234,train
txn_02038,train
txn_01036,train
txn_08894,train
txn_02000,train
txn_07871,train
txn_09433,train
txn_00871,train
txn_09112,train
txn_02229,train
txn_05469,train
txn_04556,train
txn_05156,train
txn_05772,train
txn_02749,train
txn_07142,train
txn_03672,train
txn_04108,train
txn_06961,train
txn_02812,train
txn_09986,train
txn_08943,train
txn_01247,train
txn_09375,train
txn_03528,train
txn_09984,train
txn_05721,train
txn_02436,train
txn_03975,train
txn_07152,train
txn_08396,train
txn_04794,train
txn_04251,train
txn_03884,train
txn_08080,train
txn_00882,train
txn_07027,train
txn_09698,train
txn_05348,train
txn_02353,train
txn_03533,train
txn_07677,train
txn_02157,train
txn_01845,train
txn_01724,train
txn_04850,train
txn_07827,train
txn_07799,train
txn_04424,train
txn_02681,train
txn_07350,train
txn_00493,train
txn_05271,train
txn_04862,train
txn_03830,train
txn_08451,train
txn_04058,train
txn_03281,train
txn_09899,train
txn_05101,train
txn_00824,train
txn_02281,train
txn_01687,train
txn_06951,train
txn_08171,train
txn_00481,train
txn_01408,train
txn_04512,train
txn_05356,train
txn_01987,train
txn_06518,train
txn_03662,train
txn_08485,train
txn_09326,train
txn_08072,train
txn_05746,train
txn_04444,train
txn_03396,train
txn_06662,train
txn_00831,train
txn_02645,train
txn_04178,train
txn_09754,train
txn_05763,train
txn_09627,train
txn_02220,train
txn_06740,train
txn_02482,train
txn_09075,train
txn_08797,train
txn_04446,train
txn_00136,train
txn_05988,train
txn_07136,train
txn_09530,train
txn_01406,train
txn_02970,train
txn_01569,train
txn_07276,train
txn_08314,train
txn_07983,train
txn_07447,train
txn_01684,train
txn_04739,train
txn_08604,train
txn_02713,train
txn_01016,train
txn_01413,train
txn_09384,train
txn_08416,train
txn_06525,train
txn_01086,train
txn_08792,train
txn_02934,train
txn_01775,train
txn_00835,train
txn_00330,train
txn_05774,train
txn_01913,train
txn_05986,train
txn_09223,train
txn_00708,train
txn_06231,train
txn_08097,train
txn_08343,train
txn_05269,train
txn_00047,train
txn_03612,train
txn_01594,train
txn_01094,train
txn_08218,train
txn_07004,train
txn_09348,train
txn_04343,train
txn_06088,train
txn_08410,train
txn_05564,train
txn_01337,train
txn_05887,train
txn_05477,train
txn_06995,train
txn_03869,train
txn_03757,train
txn_02940,train
txn_07242,train
txn_07724,train
txn_04982,train
txn_08635,train
txn_00105,train
txn_05562,train
txn_04995,train
txn_02381,train
txn_06295,train
txn_04575,train
txn_08825,train
txn_02098,train
txn_01102,train
txn_04475,train
txn_06145,train
txn_03980,train
txn_04776,train
txn_00765,train
txn_06228,train
txn_06126,train
txn_07575,train
txn_04697,train
txn_08176,train
txn_09281,train
txn_06530,train
txn_08671,train
txn_02239,train
txn_02042,train
txn_00952,train
txn_02603,train
txn_07916,train
txn_06232,train
txn_04081,train
txn_03118,train
txn_04550,train
txn_02807,train
txn_05937,train
txn_05511,train
txn_01309,train
txn_07107,train
txn_04772,train
txn_09788,train
txn_09402,train
txn_07198,train
txn_02980,train
txn_00850,train
txn_06279,train
txn_08198,train
txn_02005,train
txn_04680,train
txn_05137,train
txn_01347,train
txn_07266,train
txn_01236,train
txn_07066,train
txn_09585,train
txn_04395,train
txn_09461,train
txn_08579,train
txn_07899,train
txn_04118,train
txn_08586,train
txn_03471,train
txn_05008,train
txn_04650,train
txn_00087,train
txn_03146,train
txn_00359,train
txn_08822,train
txn_06587,train
txn_06792,train
txn_06896,train
txn_09821,train
txn_06540,train
txn_04368,train
txn_08444,train
txn_04192,train
txn_04912,train
txn_00494,train
txn_04571,train
txn_06430,train
txn_01542,train
txn_04053,train
txn_01915,train
txn_07646,train
txn_07079,train
txn_01747,train
txn_05436,train
txn_07338,train
txn_02483,train
txn_04622,train
txn_08620,train
txn_06224,train
txn_06743,train
txn_01100,train
txn_02133,train
txn_02085,train
txn_00719,train
txn_04124,train
txn_04581,train
txn_03878,train
txn_09782,train
txn_08057,train
txn_07305,train
txn_00329,train
txn_01106,train
txn_05233,train
txn_03733,train
txn_09567,train
txn_04405,train
txn_05462,train
txn_06235,train
txn_04519,train
txn_08872,train
txn_06484,train
txn_05105,train
txn_00084,train
txn_05053,train
txn_05532,train
txn_09056,train
txn_08360,train
txn_02075,train
txn_07634,train
txn_02658,train
txn_02704,train
txn_06990,train
txn_01253,train
txn_04684,train
txn_04521,train
txn_07532,train
txn_03507,train
txn_02151,train
txn_09225,train
txn_02589,train
txn_03756,train
txn_07599,train
txn_02865,train
txn_03516,train
txn_00224,train
txn_03208,train
txn_02207,train
txn_00933,train
txn_04219,train
txn_03245,train
txn_05397,train
txn_09465,train
txn_01297,train
txn_06092,train
txn_04070,train
txn_04436,train
txn_03828,train
txn_09156,train
txn_02642,train
txn_00529,train
txn_03774,train
txn_05133,train
txn_02288,train
txn_08926,train
txn_02232,train
txn_03050,train
txn_03652,train
txn_02689,train
txn_08995,train
txn_05602,train
txn_00262,train
txn_06210,train
txn_01591,train
txn_05098,train
txn_03852,train
txn_02287,train
txn_01352,train
txn_02684,train
txn_05131,train
txn_09756,train
txn_04246,train
txn_06178,train
txn_05791,train
txn_06118,train
txn_07954,train
txn_06055,train
txn_02955,train
txn_00692,train
txn_00557,train
txn_00791,train
txn_02403,train
txn_08628,train
txn_08907,train
txn_01646,train
txn_05192,train
txn_01676,train
txn_01606,train
txn_02653,train
txn_08105,train
txn_09077,train
txn_05818,train
txn_01529,train
txn_04135,train
txn_06216,train
txn_06511,train
txn_05077,train
txn_02951,train
txn_02899,train
txn_01695,train
txn_02131,train
txn_05296,train
txn_03823,train
txn_02219,train
txn_00271,train
txn_06008,train
txn_02051,train
txn_02412,train
txn_09941,train
txn_06557,train
txn_01526,train
txn_06689,train
txn_09180,train
txn_04764,train
txn_03483,train
txn_05065,train
txn_08290,train
txn_08227,train
txn_04188,train
txn_03694,train
txn_08220,train
txn_06994,train
txn_02677,train
txn_03243,train
txn_09844,train
txn_03055,train
txn_06523,train
txn_03431,train
txn_01068,train
txn_09400,train
txn_07944,train
txn_08678,train
txn_00862,train
txn_07333,train
txn_01933,train
txn_02417,train
txn_04725,train
txn_04456,train
txn_07938,train
txn_06965,train
txn_06833,train
txn_05390,train
txn_04955,train
txn_02794,train
txn_03437,train
txn_09280,train
txn_01641,train
txn_06348,train
txn_07652,train
txn_01921,train
txn_01065,train
txn_03434,train
txn_04166,train
txn_08908,train
txn_00955,train
txn_09034,train
txn_05542,train
txn_02342,train
txn_04141,train
txn_07130,train
txn_04642,train
txn_01191,train
txn_05794,train
txn_03100,train
txn_03152,train
txn_06844,train
txn_02437,train
txn_08399,train
txn_05037,train
txn_07863,train
txn_01668,train
txn_08133,train
txn_00802,train
txn_05603,train
txn_07972,train
txn_08860,train
txn_03159,train
txn_02481,train
txn_03786,train
txn_07804,train
txn_01984,train
txn_01186,train
txn_02957,train
txn_01863,train
txn_02267,train
txn_05206,train
txn_04831,train
txn_07091,train
txn_09686,train
txn_08660,train
txn_00483,train
txn_03428,train
txn_09773,train
txn_07352,train
txn_04543,train
txn_06013,train
txn_01928,train
txn_03409,train
txn_04754,train
txn_04678,train
txn_09643,train
txn_02673,train
txn_02513,train
txn_09943,train
txn_06695,train
txn_04396,train
txn_02986,train
txn_08018,train
txn_02744,train
txn_04784,train
txn_06721,train
txn_07343,train
txn_08216,train
txn_05108,train
txn_05478,train
txn_07095,train
txn_05135,train
txn_00956,train
txn_00466,train
txn_01499,train
txn_05911,train
txn_07964,train
txn_05076,train
txn_06781,train
txn_06034,train
txn_02123,train
txn_04051,train
txn_04338,train
txn_06019,train
txn_06482,train
txn_00867,train
txn_04510,train
txn_05187,train
txn_03499,train
txn_03920,train
txn_02227,train
txn_08644,train
txn_04818,train
txn_00167,train
txn_01248,train
txn_05883,train
txn_08333,train
txn_08124,train
txn_03520,train
txn_03087,train
txn_04121,train
txn_02272,train
txn_03937,train
txn_04986,train
txn_09169,train
txn_09330,train
txn_05585,train
txn_08953,train
txn_01505,train
txn_05866,train
txn_01464,train
txn_05180,train
txn_00399,train
txn_05744,train
txn_00444,train
txn_08813,train
txn_00679,train
txn_04663,train
txn_01066,train
txn_04962,train
txn_01345,train
txn_04210,train
txn_05411,train
txn_07912,train
txn_04347,train
txn_01803,train
txn_03204,train
txn_05376,train
txn_01230,train
txn_00561,train
txn_09522,train
txn_03829,train
txn_09418,train
txn_02752,train
txn_02722,train
txn_09089,train
txn_07148,train
txn_05389,train
txn_06955,train
txn_03627,train
txn_07547,train
txn_07879,train
txn_06421,train
txn_07113,train
txn_00805,train
txn_02304,train
txn_04185,train
txn_08722,train
txn_09306,train
txn_07970,train
txn_09565,train
txn_00450,train
txn_08573,train
txn_07962,train
txn_08984,train
txn_00267,train
txn_00846,train
txn_08562,train
txn_07664,train
txn_01614,train
txn_09090,train
txn_01773,train
txn_05975,train
txn_01940,train
txn_01260,train
txn_02578,train
txn_06737,train
txn_02604,train
txn_06780,train
txn_02475,train
txn_01832,train
txn_06862,train
txn_09504,train
txn_03158,train
txn_00580,train
txn_07878,train
txn_01760,train
txn_07999,train
txn_06590,train
txn_08914,train
txn_01143,train
txn_02997,train
txn_04567,train
txn_03407,train
txn_08551,train
txn_05158,train
txn_03960,train
txn_09869,train
txn_07570,train
txn_03782,train
txn_08811,train
txn_01392,train
txn_06051,train
txn_06969,train
txn_00394,train
txn_03773,train
txn_08973,train
txn_05458,train
txn_01482,train
txn_08020,train
txn_02193,train
txn_03228,train
txn_04515,train
txn_06784,train
txn_01547,train
txn_01883,train
txn_07891,train
txn_00870,train
txn_01448,train
txn_07882,train
txn_06258,train
txn_08585,train
txn_03388,train
txn_09617,train
txn_08013,train
txn_06471,train
txn_04425,train
txn_08517,train
txn_08069,train
txn_08462,train
txn_05004,train
txn_06943,train
txn_08779,train
txn_07877,train
txn_05141,train
txn_08778,train
txn_08969,train
txn_03292,train
txn_08482,train
txn_03814,train
txn_01794,train
txn_06677,train
txn_09766,train
txn_07361,train
txn_04054,train
txn_08379,train
txn_05813,train
txn_04605,train
txn_07569,train
txn_03617,train
txn_02308,train
txn_07690,train
txn_05334,train
txn_09076,train
txn_03416,train
txn_08989,train
txn_03681,train
txn_09598,train
txn_04320,train
txn_06611,train
txn_09716,train
txn_08179,train
txn_09557,train
txn_04428,train
txn_00598,train
txn_00189,train
txn_04468,train
txn_05052,train
txn_05171,train
txn_08899,train
txn_09791,train
txn_06311,train
txn_07127,train
txn_08228,train
txn_08030,train
txn_03788,train
txn_05678,train
txn_08992,train
txn_04928,train
txn_01203,train
txn_03290,train
txn_07830,train
txn_00941,train
txn_09552,train
txn_03487,train
txn_07126,train
txn_06313,train
txn_06934,train
txn_03915,train
txn_05639,train
txn_04878,train
txn_01595,train
txn_04317,train
txn_02522,train
txn_06137,train
txn_06627,train
txn_04452,train
txn_06344,train
txn_00458,train
txn_04922,train
txn_03530,train
txn_01212,train
txn_09776,train
txn_03125,train
txn_03726,train
txn_00715,train
txn_00153,train
txn_05703,train
txn_00829,train
txn_06846,train
txn_03779,train
txn_05155,train
txn_06466,train
txn_00181,train
txn_05845,train
txn_02994,train
txn_07743,train
txn_03680,train
txn_03114,train
txn_06654,train
txn_03727,train
txn_00227,train
txn_05012,train
txn_00486,train
txn_07527,train
txn_03091,train
txn_01011,train
txn_09403,train
txn_02238,train
txn_04805,train
txn_00355,train
txn_03140,train
txn_09220,train
txn_03851,train
txn_01458,train
txn_02016,train
txn_00324,train
txn_07526,train
txn_06857,train
txn_09427,train
txn_08101,train
txn_08612,train
txn_03251,train
txn_06676,train
txn_01213,train
txn_08641,train
txn_04845,train
txn_04182,train
txn_07328,train
txn_07644,train
txn_05707,train
txn_01084,train
txn_08732,train
txn_08890,train
txn_04925,train
txn_08277,train
txn_09497,train
txn_01434,train
txn_04240,train
txn_02739,train
txn_05521,train
txn_04132,train
txn_09183,train
txn_05341,train
txn_01635,train
txn_00096,train
txn_03709,train
txn_08417,train
txn_00484,train
txn_02815,train
txn_09610,train
txn_07783,train
txn_04520,train
txn_07973,train
txn_09990,train
txn_04173,train
txn_08965,train
txn_04024,train
txn_01378,train
txn_00532,train
txn_04229,train
txn_05202,train
txn_06526,train
txn_09870,train
txn_03425,train
txn_02084,train
txn_07349,train
txn_01742,train
txn_09037,train
txn_00732,train
txn_02654,train
txn_05963,train
txn_06615,train
txn_05790,train
txn_09890,train
txn_06709,train
txn_08217,train
txn_08331,train
txn_02343,train
txn_06722,train
txn_06116,train
txn_00990,train
txn_07573,train
txn_01766,train
txn_02426,train
txn_09892,train
txn_08242,train
txn_05092,train
txn_04880,train
txn_04547,train
txn_03381,train
txn_00991,train
txn_08238,train
txn_09668,train
txn_09898,train
txn_07219,train
txn_05006,train
txn_01874,train
txn_01601,train
txn_05716,train
txn_01071,train
txn_02773,train
txn_06528,train
txn_08377,train
txn_02895,train
txn_09843,train
txn_06875,train
txn_01249,train
txn_04877,train
txn_06411,train
txn_02211,train
txn_07192,train
txn_02770,train
txn_09542,train
txn_01663,train
txn_01175,train
txn_06433,train
txn_03963,train
txn_09637,train
txn_09174,train
txn_08904,train
txn_07306,train
txn_00750,train
txn_00899,train
txn_04852,train
txn_03336,train
txn_08291,train
txn_09968,train
txn_05824,train
txn_03803,train
txn_02557,train
txn_03383,train
txn_09625,train
txn_06701,train
txn_09124,train
txn_04819,train
txn_02818,train
txn_03503,train
txn_07701,train
txn_02027,train
txn_02224,train
txn_01909,train
txn_08023,train
txn_00467,train
txn_00452,train
txn_04528,train
txn_09312,train
txn_09551,train
txn_03563,train
txn_08414,train
txn_04281,train
txn_05153,train
txn_01312,train
txn_03078,train
txn_05935,train
txn_09331,train
txn_01064,train
txn_08294,train
txn_03561,train
txn_04352,train
txn_06259,train
txn_01911,train
txn_06493,train
txn_03542,train
txn_02291,train
txn_02860,train
txn_08998,train
txn_04561,train
txn_08726,train
txn_00752,train
txn_03965,train
txn_03628,train
txn_05184,train
txn_05507,train
txn_09771,train
txn_00026,train
txn_00497,train
txn_03998,train
txn_03596,train
txn_08559,train
txn_07500,train
txn_02848,train
txn_07465,train
txn_05727,train
txn_09002,train
txn_08209,train
txn_04248,train
txn_08762,train
txn_00243,train
txn_04780,train
txn_08865,train
txn_09661,train
txn_09606,train
txn_06385,train
txn_00366,train
txn_00012,train
txn_03160,train
txn_05933,train
txn_04885,train
txn_06966,train
txn_09550,train
txn_01317,train
txn_09676,train
txn_04695,train
txn_00681,train
txn_05692,train
txn_02599,train
txn_08931,train
txn_09491,train
txn_06793,train
txn_03070,train
txn_02241,train
txn_08408,train
txn_01866,train
txn_04362,train
txn_04507,train
txn_01583,train
txn_04933,train
txn_07985,train
txn_05804,train
txn_02409,train
txn_04857,train
txn_08510,train
txn_07718,train
txn_07997,train
txn_02611,train
txn_08590,train
txn_00286,train
txn_00245,train
txn_03273,train
txn_03044,train
txn_09538,train
txn_00449,train
txn_06883,train
txn_06318,train
txn_04639,train
txn_03527,train
txn_04524,train
txn_07067,train
txn_04342,train
txn_05362,train
txn_06218,train
txn_08885,train
txn_09119,train
txn_03821,train
txn_08571,train
txn_08760,train
txn_07012,train
txn_07490,train
txn_06564,train
txn_06769,train
txn_05651,train
txn_03778,train
txn_07847,train
txn_09443,train
txn_05919,train
txn_06383,train
txn_06947,train
txn_02857,train
txn_07131,train
txn_05157,train
txn_05148,train
txn_04311,train
txn_03327,train
txn_05051,train
txn_09341,train
txn_06845,train
txn_09272,train
txn_02941,train
txn_06461,train
txn_02365,train
txn_08838,train
txn_02913,train
txn_00376,train
txn_04465,train
txn_02740,train
txn_08292,train
txn_08061,train
txn_07199,train
txn_01897,train
txn_05606,train
txn_03620,train
txn_05338,train
txn_02053,train
txn_08631,train
txn_06208,train
txn_07977,train
txn_01435,train
txn_01962,train
txn_06358,train
txn_08436,train
txn_06086,train
txn_04253,train
txn_01431,train
txn_05062,train
txn_04834,train
txn_04606,train
txn_06111,train
txn_06536,train
txn_04346,train
txn_07246,train
txn_01781,train
txn_03653,train
txn_00413,train
txn_05568,train
txn_01639,train
txn_07703,train
txn_05567,train
txn_04759,train
txn_02916,train
txn_02931,train
txn_09294,train
txn_05851,train
txn_03889,train
txn_08650,train
txn_03254,train
txn_09572,train
txn_00832,train
txn_01815,train
txn_08780,train
txn_00985,train
txn_05881,train
txn_03329,train
txn_02175,train
txn_05437,train
txn_03978,train
txn_09116,train
txn_08636,train
txn_03560,train
txn_04713,train
txn_04375,train
txn_04950,train
txn_05665,train
txn_07178,train
txn_00415,train
txn_08008,train
txn_04887,train
txn_01967,train
txn_01829,train
txn_03129,train
txn_07902,train
txn_01201,train
txn_02159,train
txn_02205,train
txn_07518,train
txn_02202,train
txn_05422,train
txn_03896,train
txn_02200,train
txn_03613,train
txn_03424,train
txn_01441,train
txn_03748,train
txn_04391,train
txn_04126,train
txn_07958,train
txn_06789,train
txn_07437,train
txn_05635,train
txn_06868,train
txn_06678,train
txn_04380,train
txn_01880,train
txn_03413,train
txn_04333,train
txn_03286,train
txn_04865,train
txn_05311,train
txn_03866,train
txn_00202,train
txn_02284,train
txn_02416,train
txn_03262,train
txn_03697,train
txn_08188,train
txn_04898,train
txn_08758,train
txn_09333,train
txn_03784,train
txn_05994,train
txn_03165,train
txn_00118,train
txn_09338,train
txn_06665,train
txn_09457,train
txn_07836,train
txn_06448,train
txn_00218,train
txn_04496,train
txn_03513,train
txn_05264,train
txn_07626,train
txn_06472,train
txn_08211,train
txn_00564,train
txn_05908,train
txn_01325,train
txn_09477,train
txn_07927,train
txn_07708,train
txn_07044,train
txn_06177,train
txn_04972,train
txn_08933,train
txn_05859,train
txn_05607,train
txn_08287,train
txn_03233,train
txn_09448,train
txn_02881,train
txn_08163,train
txn_09976,train
txn_01491,train
txn_09059,train
txn_09106,train
txn_00822,train
txn_04828,train
txn_00579,train
txn_07179,train
txn_01423,train
txn_09286,train
txn_09893,train
txn_00131,train
txn_04191,train
txn_03657,train
txn_01907,train
txn_08679,train
txn_09529,train
txn_08224,train
txn_09561,train
txn_04826,train
txn_09759,train
txn_00767,train
txn_01258,train
txn_09657,train
txn_08158,train
txn_06595,train
txn_06809,train
txn_07111,train
txn_07859,train
txn_07775,train
txn_04917,train
txn_00319,train
txn_02668,train
txn_07784,train
txn_06109,train
txn_04406,train
txn_02112,train
txn_07638,train
txn_05929,train
txn_02405,train
txn_04534,train
txn_02532,train
txn_02471,train
txn_07132,train
txn_08193,train
txn_01818,train
txn_08123,train
txn_03479,train
txn_07422,train
txn_07943,train
txn_05899,train
txn_05365,train
txn_04000,train
txn_07493,train
txn_08643,train
txn_08617,train
txn_05947,train
txn_05930,train
txn_03877,train
txn_07937,train
txn_01259,train
txn_09197,train
txn_04269,train
txn_01057,train
txn_01543,train
txn_01239,train
txn_05586,train
txn_07428,train
txn_01722,train
txn_09040,train
txn_03638,train
txn_06513,train
txn_02846,train
txn_04698,train
txn_08467,train
txn_06389,train
txn_05442,train
txn_05410,train
txn_00080,train
txn_00361,train
txn_04591,train
txn_04692,train
txn_08153,train
txn_07211,train
txn_04967,train
txn_06354,train
txn_08141,train
txn_01393,train
txn_08223,train
txn_07010,train
txn_06680,train
txn_09739,train
txn_05952,train
txn_01318,train
txn_08356,train
txn_06563,train
txn_09082,train
txn_01372,train
txn_05500,train
