customer_id,account_age_days,region
cus_01317,1988,north
cus_01318,1275,east
cus_01319,316,east
cus_01320,2479,north
cus_01321,673,central
cus_01322,24,south
cus_01323,2311,south
cus_01324,56,east
cus_01325,1390,central
cus_01326,2482,west
cus_01327,1450,west
cus_01328,1467,south
cus_01329,979,central
cus_01330,330,central
cus_01331,1438,east
cus_01332,2244,east
cus_01333,241,north
cus_01334,2202,west
cus_01335,1046,central
cus_01336,1347,east
cus_01337,426,east
cus_01338,1560,east
cus_01339,468,north
cus_01340,693,west
cus_01341,1808,west
cus_01342,140,central
cus_01343,1126,central
cus_01344,1492,east
cus_01345,343,central
cus_01346,747,east
cus_01347,868,west
cus_01348,1664,west
cus_01349,2442,central
cus_01350,2093,west
cus_01351,486,north
cus_01352,60,north
cus_01353,144,east
cus_01354,1495,east
cus_01355,403,west
cus_01356,589,east
cus_01357,2120,east
cus_01358,2186,central
cus_01359,2099,south
cus_01360,645,east
cus_01361,1554,east
cus_01362,1532,east
cus_01363,475,central
cus_01364,1390,central
cus_01365,1320,east
cus_01366,999,east
cus_01367,1882,east
cus_01368,1698,north
cus_01369,1338,east
cus_01370,1818,south
cus_01371,1911,north
cus_01372,1423,north
cus_01373,680,east
cus_01374,1899,north
cus_01375,1798,west
cus_01376,2458,east
cus_01377,387,south
cus_01378,1056,west
cus_01379,2311,east
cus_01380,1293,west
cus_01381,2357,west
cus_01382,45,north
cus_01383,102,south
cus_01384,1993,east
cus_01385,905,central
cus_01386,1307,north
cus_01387,1078,north
cus_01388,1028,central
cus_01389,2349,central
cus_01390,248,north
cus_01391,1933,east
cus_01392,2225,west
cus_01393,1648,north
cus_01394,996,south
cus_01395,412,south
cus_01396,1711,west
cus_01397,1179,south
cus_01398,386,east
cus_01399,908,south
cus_01400,2404,west
cus_01401,674,north
cus_01402,458,south
cus_01403,1709,south
cus_01404,510,central
cus_01405,2300,central
cus_01406,2149,east
cus_01407,2459,north
cus_01408,2282,west
cus_01409,620,east
cus_01410,542,central
cus_01411,866,south
cus_01412,1182,central
cus_01413,2201,central
cus_01414,1837,south
cus_01415,1616,west
cus_01416,2197,south
cus_01417,1620,south
cus_01418,956,south
cus_01419,1041,west
cus_01420,1299,south
cus_01421,235,west
cus_01422,1858,east
cus_01423,1637,west
cus_01424,1831,central
cus_01425,1341,north
cus_01426,1960,central
cus_01427,2375,north
cus_01428,1431,east
cus_01429,1119,south
cus_01430,274,west
cus_01431,1950,west
cus_01432,2261,central
cus_01433,1753,east
cus_01434,2165,central
cus_01435,2155,south
cus_01436,1998,south
cus_01437,1264,south
cus_01438,263,east
cus_01439,23,west
cus_01440,522,central
cus_01441,1086,south
cus_01442,1862,south
cus_01443,1147,central
cus_01444,72,east
cus_01445,537,south
cus_01446,2448,central
cus_01447,2470,east
cus_01448,952,central
cus_01449,2015,central
cus_01450,1802,central
cus_01451,2329,east
cus_01452,2220,west
cus_01453,1577,central
cus_01454,995,south
cus_01455,1572,north
cus_01456,808,south
cus_01457,880,west
cus_01458,1527,east
cus_01459,1434,north
cus_01460,1458,east
cus_01461,970,north
cus_01462,1031,east
cus_01463,40,east
cus_01464,1510,west
cus_01465,1445,east
cus_01466,2339,east
cus_01467,1268,west
cus_01468,1177,west
cus_01469,183,central
cus_01470,503,south
cus_01471,855,east
cus_01472,952,south
cus_01473,916,east
cus_01474,994,north
cus_01475,1925,east
cus_01476,340,north
cus_01477,840,east
cus_01478,419,central
cus_01479,779,central
cus_01480,1716,east
cus_01481,131,north
cus_01482,858,south
cus_01483,73,north
cus_01484,2387,west
cus_01485,1822,central
cus_01486,620,east
cus_01487,507,north
cus_01488,260,north
cus_01489,1190,central
cus_01490,1887,south
cus_01491,1466,north
cus_01492,2204,north
cus_01493,869,south
cus_01494,706,west
cus_01495,1202,central
cus_01496,517,south
cus_01497,2439,west
cus_01498,476,north
cus_01499,1204,north
cus_01500,1312,north
cus_01501,156,central
cus_01502,1179,east
cus_01503,1144,central
cus_01504,659,north
cus_01505,333,north
cus_01506,127,central
cus_01507,36,north
cus_01508,1211,north
cus_01509,238,east
cus_01510,2398,west
cus_01511,623,south
cus_01512,1636,east
cus_01513,1688,west
cus_01514,1246,east
cus_01515,2210,south
cus_01516,290,north
cus_01517,596,east
cus_01518,642,central
cus_01519,351,west
cus_01520,747,central
cus_01521,792,north
cus_01522,1915,north
cus_01523,764,east
cus_01524,2193,north
cus_01525,1935,east
cus_01526,2255,central
cus_01527,276,south
cus_01528,2461,east
cus_01529,1540,west
cus_01530,2456,north
cus_01531,896,central
cus_01532,2383,south
cus_01533,1477,central
cus_01534,193,west
cus_01535,1034,north
cus_01536,357,west
cus_01537,2354,north
cus_01538,771,east
cus_01539,567,central
cus_01540,1388,central
cus_01541,1071,central
cus_01542,255,east
cus_01543,2043,east
cus_01544,2116,south
cus_01545,1861,central
cus_01546,1547,east
cus_01547,1015,west
cus_01548,1362,south
cus_01549,1309,west
cus_01550,425,south
cus_01551,218,west
cus_01552,644,north
cus_01553,1144,north
cus_01554,413,south
cus_01555,280,east
cus_01556,2132,west
cus_01557,946,south
cus_01558,1466,north
cus_01559,1317,south
cus_01560,1841,east
cus_01561,1853,east
cus_01562,750,west
cus_01563,2122,south
cus_01564,937,west
cus_01565,2090,west
cus_01566,1021,west
cus_01567,290,east
cus_01568,1903,central
cus_01569,89,south
cus_01570,1934,west
cus_01571,122,north
cus_01572,528,north
cus_01573,1514,central
cus_01574,2354,east
cus_01575,1030,west
cus_01576,314,west
cus_01577,593,west
cus_01578,2241,south
cus_01579,1820,north
cus_01580,264,north
cus_01581,971,central
cus_01582,672,south
cus_01583,456,east
cus_01584,2118,east
cus_01585,1550,north
cus_01586,461,east
cus_01587,1631,north
cus_01588,1042,north
cus_01589,167,north
cus_01590,1132,central
cus_01591,475,east
cus_01592,624,central
cus_01593,2199,east
cus_01594,1779,south
cus_01595,348,west
cus_01596,2130,central
cus_01597,1442,east
cus_01598,2188,north
cus_01599,1871,south
cus_01600,858,central
cus_01601,1344,east
cus_01602,1334,central
cus_01603,1804,east
cus_01604,632,north
cus_01605,842,central
cus_01606,623,west
cus_01607,750,west
cus_01608,415,central
cus_01609,105,north
cus_01610,2350,central
cus_01611,199,south
cus_01612,2221,central
cus_01613,22,north
cus_01614,1946,east
cus_01615,831,west
cus_01616,1301,north
cus_01617,716,north
cus_01618,1234,central
cus_01619,1137,north
cus_01620,1331,west
cus_01621,992,central
cus_01622,1348,west
cus_01623,2066,east
cus_01624,1094,east
cus_01625,913,west
cus_01626,342,east
cus_01627,908,east
cus_01628,327,north
cus_01629,468,west
cus_01630,2381,west
cus_01631,237,west
cus_01632,1212,north
cus_01633,2088,west
cus_01634,2383,west
cus_01635,379,north
cus_01636,421,central
cus_01637,940,east
cus_01638,1392,east
cus_01639,2400,west
cus_01640,531,east
cus_01641,423,east
cus_01642,644,south
cus_01643,2187,central
cus_01644,89,central
cus_01645,959,north
cus_01646,310,west
cus_01647,405,north
cus_01648,2293,south
cus_01649,19,central
cus_01650,814,north
cus_01651,2289,south
cus_01652,1526,south
cus_01653,193,west
cus_01654,1170,east
cus_01655,2427,east
cus_01656,1010,central
cus_01657,1328,east
cus_01658,1336,west
cus_01659,1656,north
cus_01660,480,south
cus_01661,2101,central
cus_01662,2471,central
cus_01663,369,west
cus_01664,2048,south
cus_01665,2045,north
cus_01666,1857,central
cus_01667,936,west
cus_01668,1179,south
cus_01669,2100,east
cus_01670,394,west
cus_01671,2074,east
cus_01672,2302,central
cus_01673,1709,north
cus_01674,863,south
cus_01675,1404,north
cus_01676,139,west
cus_01677,2330,west
cus_01678,865,central
cus_01679,156,east
cus_01680,1989,north
cus_01681,1649,east
cus_01682,1562,north
cus_01683,149,west
cus_01684,1880,west
cus_01685,1598,central
cus_01686,1987,south
cus_01687,2070,south
cus_01688,541,north
cus_01689,538,east
cus_01690,2310,east
cus_01691,1334,west
cus_01692,1103,west
cus_01693,728,north
cus_01694,1602,south
cus_01695,1888,east
cus_01696,20,south
cus_01697,1388,north
cus_01698,2483,central
cus_01699,712,west
cus_01700,713,east
cus_01701,2197,south
cus_01702,169,central
cus_01703,1002,north
cus_01704,1153,east
cus_01705,1997,central
cus_01706,335,central
cus_01707,1093,south
cus_01708,393,west
cus_01709,1972,north
cus_01710,1586,north
cus_01711,1249,south
cus_01712,991,central
cus_01713,395,west
cus_01714,2305,east
cus_01715,1624,south
cus_01716,808,north
cus_01717,1043,south
cus_01718,1819,north
cus_01719,1803,north
cus_01720,1160,west
cus_01721,767,north
cus_01722,1654,north
cus_01723,1650,east
cus_01724,1505,south
cus_01725,196,east
cus_01726,1189,north
cus_01727,1540,south
cus_01728,2375,east
cus_01729,1321,west
cus_01730,866,east
cus_01731,1396,east
cus_01732,455,east
cus_01733,240,south
cus_01734,1700,south
cus_01735,2465,east
cus_01736,2117,north
cus_01737,1465,west
cus_01738,115,west
cus_01739,2470,south
cus_01740,1132,south
cus_01741,734,south
cus_01742,2232,west
cus_01743,1869,west
cus_01744,1877,north
cus_01745,705,east
cus_01746,2479,north
cus_01747,1140,east
cus_01748,1335,south
cus_01749,1881,south
cus_01750,1655,east
cus_01751,443,south
cus_01752,766,south
cus_01753,912,west
cus_01754,2369,central
cus_01755,1790,north
cus_01756,925,south
cus_01757,1840,central
cus_01758,1850,east
cus_01759,994,south
cus_01760,1016,east
cus_01761,2237,north
cus_01762,1411,north
cus_01763,386,west
cus_01764,1803,east
cus_01765,1480,west
cus_01766,1279,south
cus_01767,1816,central
cus_01768,2269,east
cus_01769,836,west
cus_01770,1056,north
cus_01771,485,north
cus_01772,1622,west
cus_01773,1015,central
cus_01774,865,central
cus_01775,1745,south
cus_01776,1029,north
cus_01777,1168,central
cus_01778,1108,west
cus_01779,657,south
cus_01780,327,west
cus_01781,2070,central
cus_01782,242,south
cus_01783,822,west
cus_01784,1673,west
cus_01785,341,east
cus_01786,1643,west
cus_01787,1836,south
cus_01788,1662,central
cus_01789,773,central
cus_01790,64,central
cus_01791,2220,west
cus_01792,826,north
cus_01793,2015,south
cus_01794,506,east
cus_01795,418,central
cus_01796,1948,east
cus_01797,2350,east
cus_01798,2153,north
cus_01799,1881,west
cus_01800,628,south
cus_01801,2284,north
cus_01802,1674,central
cus_01803,442,north
cus_01804,336,north
cus_01805,2179,north
cus_01806,698,east
cus_01807,1918,north
cus_01808,359,central
cus_01809,712,east
cus_01810,719,south
cus_01811,713,north
cus_01812,1691,east
cus_01813,2287,north
cus_01814,2277,central
cus_01815,1857,south
cus_01816,518,east
cus_01817,2402,north
cus_01818,1362,north
cus_01819,1371,south
cus_01820,1757,north
cus_01821,1926,west
cus_01822,2383,central
cus_01823,1462,central
cus_01824,1531,south
cus_01825,1867,west
cus_01826,648,east
cus_01827,779,north
cus_01828,1569,north
cus_01829,174,east
cus_01830,811,east
cus_01831,1799,north
cus_01832,2440,central
cus_01833,1305,west
cus_01834,1008,east
cus_01835,1109,central
cus_01836,1718,central
cus_01837,1368,central
cus_01838,72,south
cus_01839,1355,central
cus_01840,1009,east
cus_01841,1756,west
cus_01842,2189,central
cus_01843,2406,north
cus_01844,1531,east
cus_01845,915,north
cus_01846,1118,south
cus_01847,453,east
cus_01848,2340,central
cus_01849,2120,central
cus_01850,2137,south
cus_01851,830,south
cus_01852,815,east
cus_01853,2143,central
cus_01854,1368,central
cus_01855,1766,south
cus_01856,1232,north
cus_01857,1115,west
cus_01858,1586,south
cus_01859,2035,north
cus_01860,845,north
cus_01861,2025,east
cus_01862,621,south
cus_01863,1016,east
cus_01864,2282,south
cus_01865,2386,west
cus_01866,2310,west
cus_01867,800,east
cus_01868,2110,north
cus_01869,2341,east
cus_01870,2445,west
cus_01871,66,south
cus_01872,1866,south
cus_01873,2491,east
cus_01874,1915,south
cus_01875,594,east
cus_01876,1910,south
cus_01877,276,south
cus_01878,1209,west
cus_01879,1571,east
cus_01880,1149,east
cus_01881,1754,west
cus_01882,611,south
cus_01883,1521,north
cus_01884,1617,central
cus_01885,1589,north
cus_01886,733,east
cus_01887,773,south
cus_01888,655,south
cus_01889,1162,north
cus_01890,1471,central
cus_01891,915,east
cus_01892,1033,south
cus_01893,726,west
cus_01894,558,north
cus_01895,1648,east
cus_01896,2042,east
cus_01897,737,east
cus_01898,2153,north
cus_01899,1433,central
cus_01900,431,south
cus_01901,924,west
cus_01902,33,west
cus_01903,112,south
cus_01904,850,north
cus_01905,1144,south
cus_01906,1996,central
cus_01907,348,central
cus_01908,2100,central
cus_01909,597,south
cus_01910,358,west
cus_01911,1754,north
cus_01912,1939,west
cus_01913,1518,east
cus_01914,302,west
cus_01915,301,west
cus_01916,984,central
cus_01917,1134,east
cus_01918,2496,south
cus_01919,726,east
cus_01920,493,north
cus_01921,2365,north
cus_01922,397,east
cus_01923,80,central
cus_01924,1065,east
cus_01925,1011,west
cus_01926,1554,north
cus_01927,2196,east
cus_01928,2333,west
cus_01929,734,south
cus_01930,2452,north
cus_01931,1587,north
cus_01932,188,central
cus_01933,2347,west
cus_01934,357,south
cus_01935,1477,south
cus_01936,1979,north
cus_01937,634,central
cus_01938,687,north
cus_01939,1198,west
cus_01940,2213,south
cus_01941,570,south
cus_01942,1663,south
cus_01943,1139,central
cus_01944,292,north
cus_01945,1781,south
cus_01946,2083,south
cus_01947,1445,south
cus_01948,453,north
cus_01949,401,central
cus_01950,1067,south
cus_01951,1273,east
cus_01952,1387,south
cus_01953,620,central
cus_01954,1259,south
cus_01955,748,south
cus_01956,1720,south
cus_01957,1994,south
cus_01958,1636,north
cus_01959,18,west
cus_01960,2480,north
cus_01961,74,south
cus_01962,2498,south
cus_01963,93,south
cus_01964,1298,west
cus_01965,278,east
cus_01966,251,central
cus_01967,1713,south
cus_01968,1823,central
cus_01969,308,north
cus_01970,2442,east
cus_01971,811,west
cus_01972,806,east
cus_01973,752,central
cus_01974,1161,south
cus_01975,456,north
cus_01976,1070,west
cus_01977,536,north
cus_01978,142,west
cus_01979,931,west
cus_01980,1685,central
cus_01981,1911,east
cus_01982,893,central
cus_01983,819,north
cus_01984,1971,east
cus_01985,1707,north
cus_01986,2082,west
cus_01987,2266,west
cus_01988,2055,central
cus_01989,2342,west
cus_01990,1050,south
cus_01991,995,north
cus_01992,814,central
cus_01993,599,east
cus_01994,1875,north
cus_01995,1790,central
cus_01996,2006,central
cus_01997,430,east
cus_01998,1235,west
cus_01999,566,north
cus_02000,2234,north
