transaction_id,timestamp,merchant_id,customer_id,device_id,payment_instrument_id,ip_hash,amount,currency,status
txn_00972,2025-04-14 16:01:53+00:00,mrc_00069,cus_00406,dev_00311,ins_00103,ip_e1dde8fb,642.69,INR,succeeded
txn_00973,2025-03-13 10:58:18+00:00,mrc_00053,cus_00808,dev_00159,ins_00726,ip_fa89ac80,4402.96,GBP,succeeded
txn_00974,2025-02-25 00:01:47+00:00,mrc_00021,cus_00423,dev_00016,ins_00277,ip_89b351bc,6108.58,INR,declined
txn_00975,2025-01-01 12:29:05+00:00,mrc_00012,cus_00265,dev_00132,ins_00417,ip_d9e8173e,2137.43,GBP,succeeded
txn_00976,2025-04-20 09:54:45+00:00,mrc_00096,cus_01957,dev_00125,ins_00234,ip_7b67e594,775.65,INR,succeeded
txn_00977,2025-03-09 02:08:23+00:00,mrc_00065,cus_01739,dev_00437,ins_00550,ip_4d7c924d,6861.94,INR,succeeded
txn_00978,2025-01-10 14:06:13+00:00,mrc_00082,cus_00870,dev_00335,ins_00721,ip_dbc56081,6367.45,INR,succeeded
txn_00979,2025-02-13 10:46:05+00:00,mrc_00067,cus_00431,dev_00355,ins_00639,ip_7da898f5,2043.34,GBP,succeeded
txn_00980,2025-04-11 04:31:07+00:00,mrc_00084,cus_00364,dev_00052,ins_00131,ip_74074d9f,577.61,USD,succeeded
txn_00981,2025-04-19 15:54:37+00:00,mrc_00014,cus_01832,dev_00256,ins_00713,ip_95a14f80,661.73,INR,succeeded
txn_00982,2025-03-18 10:05:58+00:00,mrc_00049,cus_00663,dev_00438,ins_00053,ip_4d8c6412,289.49,INR,succeeded
txn_00983,2025-01-17 15:01:24+00:00,mrc_00066,cus_00026,dev_00266,ins_00761,ip_4766990b,3086.56,INR,succeeded
txn_00984,2025-01-20 05:51:28+00:00,mrc_00009,cus_00795,dev_00082,ins_00503,ip_286f4094,1571.1,INR,succeeded
txn_00985,2025-02-10 01:05:44+00:00,mrc_00013,cus_00909,dev_00403,ins_00892,ip_17fc20e1,1334.48,INR,succeeded
txn_00986,2025-04-02 12:08:27+00:00,mrc_00063,cus_01247,dev_00094,ins_00398,ip_b015ce2a,5217.1,INR,succeeded
txn_00987,2025-04-02 17:52:54+00:00,mrc_00088,cus_00678,dev_00431,ins_00185,ip_73f16df0,662.83,INR,succeeded
txn_00988,2025-03-31 21:02:11+00:00,mrc_00065,cus_01847,dev_00109,ins_00614,ip_d543a27d,12575.63,USD,succeeded
txn_00989,2025-01-28 00:40:21+00:00,mrc_00004,cus_01288,dev_00245,ins_00383,ip_94aaa405,9764.84,INR,succeeded
txn_00990,2025-02-07 11:03:53+00:00,mrc_00097,cus_01974,dev_00246,ins_00035,ip_829dbcc1,3791.71,INR,succeeded
txn_00991,2025-02-07 13:53:09+00:00,mrc_00013,cus_00735,dev_00341,ins_00311,ip_f9241349,545.24,INR,succeeded
txn_00992,2025-03-29 10:50:01+00:00,mrc_00021,cus_01304,dev_00006,ins_00845,ip_4851eb37,51198.6,INR,failed
txn_00993,2025-04-03 13:10:35+00:00,mrc_00098,cus_00731,dev_00471,ins_00393,ip_d97f8a99,400.27,INR,succeeded
txn_00994,2025-01-04 13:39:04+00:00,mrc_00075,cus_01400,dev_00322,ins_00888,ip_f0da13ff,860.88,USD,succeeded
txn_00995,2025-03-27 11:30:49+00:00,mrc_00095,cus_01492,dev_00465,ins_00754,ip_943c516f,1588.32,INR,succeeded
txn_00996,2025-02-16 14:25:42+00:00,mrc_00082,cus_00644,dev_00487,ins_00895,ip_a585076c,10173.68,INR,declined
txn_00997,2025-02-13 03:53:08+00:00,mrc_00064,cus_01876,dev_00208,ins_00671,ip_db19e657,3349.57,USD,succeeded
txn_00998,2025-03-02 23:25:15+00:00,mrc_00030,cus_01715,dev_00378,ins_00898,ip_8b7ba28b,12567.22,INR,succeeded
txn_00999,2025-02-26 02:09:11+00:00,mrc_00036,cus_01789,dev_00212,ins_00531,ip_720fa1e3,1051.84,INR,succeeded
txn_01000,2025-04-28 13:05:22+00:00,mrc_00096,cus_00436,dev_00287,ins_00836,ip_cac896d7,241.96,INR,succeeded
txn_01001,2025-03-08 06:46:19+00:00,mrc_00088,cus_01436,dev_00411,ins_00872,ip_e2dc106e,1724.97,INR,succeeded
txn_01002,2025-04-10 01:09:15+00:00,mrc_00037,cus_00213,dev_00470,ins_00711,ip_55873e2f,1540.17,INR,succeeded
txn_01003,2025-04-17 13:19:08+00:00,mrc_00039,cus_00212,dev_00363,ins_00881,ip_7669f957,1424.04,GBP,succeeded
txn_01004,2025-04-28 21:00:52+00:00,mrc_00033,cus_01947,dev_00030,ins_00821,ip_bc7ef933,545.26,INR,succeeded
txn_01005,2025-03-21 09:08:14+00:00,mrc_00036,cus_00306,dev_00330,ins_00221,ip_ad8b323e,1191.55,USD,succeeded
txn_01006,2025-04-24 15:56:10+00:00,mrc_00088,cus_01729,dev_00197,ins_00587,ip_59c6802d,2040.89,INR,succeeded
txn_01007,2025-03-13 02:23:47+00:00,mrc_00002,cus_00862,dev_00057,ins_00709,ip_b8c3be4c,328.52,GBP,succeeded
txn_01008,2025-02-14 07:35:08+00:00,mrc_00046,cus_00608,dev_00057,ins_00399,ip_420f985c,885.27,INR,succeeded
txn_01009,2025-04-08 07:30:05+00:00,mrc_00096,cus_00147,dev_00465,ins_00871,ip_22918df1,4656.59,INR,succeeded
txn_01010,2025-04-16 20:10:46+00:00,mrc_00055,cus_01351,dev_00297,ins_00980,ip_3b921826,5020.68,INR,succeeded
txn_01011,2025-02-06 12:27:45+00:00,mrc_00046,cus_01443,dev_00170,ins_00683,ip_f99ef22a,2028.75,INR,succeeded
txn_01012,2025-04-26 12:32:37+00:00,mrc_00035,cus_00935,dev_00427,ins_00274,ip_e231fef9,8285.91,USD,succeeded
txn_01013,2025-02-23 06:38:45+00:00,mrc_00006,cus_01620,dev_00220,ins_00165,ip_21971e67,1497.79,USD,succeeded
txn_01014,2025-01-28 15:03:46+00:00,mrc_00021,cus_00647,dev_00029,ins_00787,ip_ce33969e,10114.66,INR,reversed
txn_01015,2025-03-24 09:33:49+00:00,mrc_00007,cus_01104,dev_00366,ins_00816,ip_5e4393ab,750.64,USD,succeeded
txn_01016,2025-01-30 04:32:09+00:00,mrc_00012,cus_00574,dev_00058,ins_00801,ip_354f5a72,812.83,USD,succeeded
txn_01017,2025-02-18 11:09:56+00:00,mrc_00014,cus_01165,dev_00389,ins_00216,ip_46711b7c,154.74,INR,succeeded
txn_01018,2025-03-06 00:38:21+00:00,mrc_00034,cus_00273,dev_00338,ins_00277,ip_11f849a5,8902.27,INR,succeeded
txn_01019,2025-02-27 11:44:58+00:00,mrc_00002,cus_00953,dev_00206,ins_00025,ip_349cb004,341.08,USD,succeeded
txn_01020,2025-01-14 23:09:50+00:00,mrc_00096,cus_01099,dev_00093,ins_00528,ip_2793d88c,1956.21,USD,succeeded
txn_01021,2025-01-20 05:54:19+00:00,mrc_00011,cus_01114,dev_00294,ins_00577,ip_2926db42,6544.01,GBP,succeeded
txn_01022,2025-01-10 14:22:44+00:00,mrc_00041,cus_00894,dev_00346,ins_00830,ip_4ebc26f4,850.68,INR,succeeded
txn_01023,2025-03-15 04:51:51+00:00,mrc_00089,cus_01288,dev_00245,ins_00486,ip_e8070c04,118.17,INR,succeeded
txn_01024,2025-04-30 01:12:06+00:00,mrc_00009,cus_01025,dev_00416,ins_00524,ip_9c1d7cc7,1723.24,USD,succeeded
txn_01025,2025-03-18 19:52:34+00:00,mrc_00049,cus_00567,dev_00269,ins_00474,ip_2f5cdb11,562.59,INR,succeeded
txn_01026,2025-03-09 00:53:58+00:00,mrc_00086,cus_00431,dev_00355,ins_00639,ip_aa5aa9ad,551.63,USD,succeeded
txn_01027,2025-04-13 17:48:52+00:00,mrc_00056,cus_01296,dev_00408,ins_00260,ip_eed46973,587.6,INR,succeeded
txn_01028,2025-01-03 23:30:58+00:00,mrc_00020,cus_01878,dev_00089,ins_00872,ip_1d2ab58d,4980.31,INR,succeeded
txn_01029,2025-01-11 05:58:58+00:00,mrc_00073,cus_01507,dev_00456,ins_00173,ip_3f6edcff,6658.83,INR,succeeded
txn_01030,2025-04-29 20:00:35+00:00,mrc_00066,cus_01278,dev_00112,ins_00232,ip_7463d5e8,3868.4,INR,succeeded
txn_01031,2025-04-18 22:47:20+00:00,mrc_00037,cus_01844,dev_00054,ins_00810,ip_24fc07c0,1517.08,INR,succeeded
txn_01032,2025-03-08 14:31:44+00:00,mrc_00005,cus_01800,dev_00095,ins_00133,ip_855e5398,13754.03,INR,succeeded
txn_01033,2025-01-11 07:28:31+00:00,mrc_00001,cus_01013,dev_00430,ins_01000,ip_9e9eb296,1315.62,INR,succeeded
txn_01034,2025-01-23 18:42:18+00:00,mrc_00083,cus_00219,dev_00226,ins_00496,ip_425afd20,221.57,INR,succeeded
txn_01035,2025-03-31 10:27:31+00:00,mrc_00036,cus_01269,dev_00139,ins_00410,ip_410418c9,600.35,INR,succeeded
txn_01036,2025-01-28 16:20:00+00:00,mrc_00013,cus_01246,dev_00270,ins_00343,ip_bad54bbb,245.44,INR,failed
txn_01037,2025-03-12 16:22:02+00:00,mrc_00053,cus_00555,dev_00435,ins_00983,ip_8d9cd245,2955.79,INR,succeeded
txn_01038,2025-04-01 21:38:02+00:00,mrc_00093,cus_01699,dev_00357,ins_00666,ip_985f89c2,3594.9,INR,declined
txn_01039,2025-02-18 17:27:45+00:00,mrc_00001,cus_01740,dev_00386,ins_00497,ip_103a6811,871.69,INR,succeeded
txn_01040,2025-02-27 03:51:09+00:00,mrc_00050,cus_00377,dev_00498,ins_00807,ip_bb178c17,8830.82,INR,succeeded
txn_01041,2025-04-21 19:36:52+00:00,mrc_00045,cus_00954,dev_00224,ins_00793,ip_90441ea5,331.61,INR,succeeded
txn_01042,2025-04-28 15:32:37+00:00,mrc_00066,cus_00391,dev_00236,ins_00497,ip_b2d01049,2050.89,INR,succeeded
txn_01043,2025-02-24 18:55:08+00:00,mrc_00049,cus_00357,dev_00188,ins_00576,ip_545c28fb,199.69,INR,succeeded
txn_01044,2025-01-25 11:41:40+00:00,mrc_00091,cus_00531,dev_00404,ins_00887,ip_e59b148d,7868.01,GBP,succeeded
txn_01045,2025-01-03 23:16:20+00:00,mrc_00005,cus_00732,dev_00247,ins_00499,ip_0302b871,4976.57,INR,succeeded
txn_01046,2025-01-22 15:17:43+00:00,mrc_00036,cus_00546,dev_00309,ins_00320,ip_ac4cec80,1246.96,INR,succeeded
txn_01047,2025-03-04 11:17:42+00:00,mrc_00037,cus_00304,dev_00228,ins_00932,ip_0f3fb06e,1756.47,INR,succeeded
txn_01048,2025-04-28 13:39:09+00:00,mrc_00036,cus_00895,dev_00003,ins_00704,ip_ccd4a001,750.2,USD,succeeded
txn_01049,2025-03-05 21:28:47+00:00,mrc_00049,cus_01248,dev_00142,ins_00519,ip_d4120dd4,520.06,INR,succeeded
txn_01050,2025-04-28 23:29:29+00:00,mrc_00080,cus_00652,dev_00471,ins_00126,ip_826a6c61,429.34,INR,declined
txn_01051,2025-03-31 07:47:55+00:00,mrc_00035,cus_01068,dev_00028,ins_00435,ip_8dc3a64e,2348.47,INR,succeeded
txn_01052,2025-01-10 16:44:05+00:00,mrc_00074,cus_00543,dev_00150,ins_00130,ip_3cbaaf8b,784.71,INR,succeeded
txn_01053,2025-02-12 23:45:22+00:00,mrc_00013,cus_01408,dev_00178,ins_00202,ip_02c9962b,258.14,GBP,succeeded
txn_01054,2025-03-11 18:56:50+00:00,mrc_00056,cus_01298,dev_00397,ins_00756,ip_1743875b,834.47,INR,reversed
txn_01055,2025-01-09 20:56:08+00:00,mrc_00039,cus_01921,dev_00125,ins_00838,ip_3b81e3e7,3075.24,INR,succeeded
txn_01056,2025-01-03 07:19:33+00:00,mrc_00055,cus_00107,dev_00001,ins_00373,ip_7d4cd0d8,9595.16,GBP,succeeded
txn_01057,2025-02-11 22:27:54+00:00,mrc_00025,cus_00208,dev_00395,ins_00280,ip_307a54d1,1445.13,INR,failed
txn_01058,2025-04-18 06:12:25+00:00,mrc_00096,cus_00681,dev_00283,ins_00398,ip_cc5fce51,2005.54,INR,succeeded
txn_01059,2025-03-14 07:31:13+00:00,mrc_00092,cus_00133,dev_00195,ins_00012,ip_b4ce174d,359.14,INR,succeeded
txn_01060,2025-03-04 18:45:35+00:00,mrc_00083,cus_01380,dev_00400,ins_00264,ip_95557de7,603.87,USD,succeeded
txn_01061,2025-03-07 08:53:16+00:00,mrc_00091,cus_00344,dev_00367,ins_00061,ip_a96efe4b,3591.38,GBP,succeeded
txn_01062,2025-03-07 10:17:20+00:00,mrc_00013,cus_00352,dev_00086,ins_00068,ip_069c313e,1058.8,INR,succeeded
txn_01063,2025-04-12 15:20:22+00:00,mrc_00051,cus_01960,dev_00442,ins_00065,ip_422d09a9,1494.06,GBP,succeeded
txn_01064,2025-02-08 08:09:59+00:00,mrc_00035,cus_00442,dev_00336,ins_00965,ip_3d3cb6fd,1421.94,INR,succeeded
txn_01065,2025-02-02 10:10:58+00:00,mrc_00091,cus_01095,dev_00431,ins_00591,ip_05a4ad41,12210.9,INR,succeeded
txn_01066,2025-02-03 23:59:59+00:00,mrc_00018,cus_00402,dev_00465,ins_00257,ip_70ea09f2,1604.95,INR,failed
txn_01067,2025-03-10 07:28:41+00:00,mrc_00021,cus_00248,dev_00450,ins_00502,ip_63666f94,6627.17,INR,succeeded
txn_01068,2025-02-02 04:20:26+00:00,mrc_00067,cus_00002,dev_00061,ins_00612,ip_66f70e1d,577.08,INR,succeeded
txn_01069,2025-04-28 01:41:43+00:00,mrc_00007,cus_00033,dev_00155,ins_00270,ip_ac0a5e2b,1664.68,INR,succeeded
txn_01070,2025-03-24 18:23:58+00:00,mrc_00072,cus_00948,dev_00221,ins_00911,ip_b282e951,1788.51,INR,succeeded
txn_01071,2025-02-07 15:21:01+00:00,mrc_00029,cus_00869,dev_00341,ins_00335,ip_53f89773,8695.65,USD,succeeded
txn_01072,2025-02-27 03:22:05+00:00,mrc_00079,cus_00330,dev_00263,ins_00807,ip_2cfd25cd,7723.39,INR,succeeded
txn_01073,2025-02-22 07:58:05+00:00,mrc_00089,cus_00700,dev_00080,ins_00804,ip_6022f9d6,357.96,INR,declined
txn_01074,2025-04-14 04:42:40+00:00,mrc_00061,cus_00546,dev_00309,ins_00320,ip_5eac10d9,13781.42,USD,succeeded
txn_01075,2025-04-30 07:21:57+00:00,mrc_00020,cus_01143,dev_00390,ins_00970,ip_15597798,5397.11,INR,succeeded
txn_01076,2025-03-05 20:58:11+00:00,mrc_00005,cus_01990,dev_00471,ins_00629,ip_893714f3,9187.51,INR,succeeded
txn_01077,2025-01-18 07:53:40+00:00,mrc_00005,cus_01384,dev_00077,ins_00021,ip_61ed3706,16711.47,INR,succeeded
txn_01078,2025-04-09 00:49:46+00:00,mrc_00027,cus_00593,dev_00032,ins_00807,ip_fbd59353,1444.01,USD,succeeded
txn_01079,2025-03-10 19:56:07+00:00,mrc_00059,cus_00385,dev_00152,ins_00599,ip_229a1486,887.81,INR,succeeded
txn_01080,2025-03-16 18:05:10+00:00,mrc_00037,cus_00431,dev_00355,ins_00639,ip_ecda3036,1689.68,INR,declined
txn_01081,2025-02-14 10:36:19+00:00,mrc_00023,cus_01502,dev_00412,ins_00360,ip_57bf28f2,1638.02,INR,succeeded
txn_01082,2025-04-17 17:13:58+00:00,mrc_00020,cus_00621,dev_00421,ins_00457,ip_61b75612,1947.87,INR,succeeded
txn_01083,2025-01-06 12:53:24+00:00,mrc_00096,cus_01698,dev_00216,ins_00464,ip_4202fd46,1718.75,GBP,succeeded
txn_01084,2025-02-06 20:17:27+00:00,mrc_00010,cus_00928,dev_00305,ins_00850,ip_55846281,663.36,INR,succeeded
txn_01085,2025-04-02 07:03:16+00:00,mrc_00034,cus_00402,dev_00465,ins_00257,ip_0c163407,19006.39,INR,succeeded
txn_01086,2025-01-30 05:30:17+00:00,mrc_00049,cus_01689,dev_00251,ins_00682,ip_f31f20fc,1369.84,INR,succeeded
txn_01087,2025-03-29 15:13:57+00:00,mrc_00001,cus_01101,dev_00395,ins_00570,ip_55c140c3,1010.28,INR,succeeded
txn_01088,2025-04-18 01:07:14+00:00,mrc_00093,cus_01606,dev_00466,ins_00908,ip_dc90dcbc,4272.75,INR,succeeded
txn_01089,2025-01-23 03:22:18+00:00,mrc_00009,cus_00905,dev_00442,ins_00315,ip_c4b2649a,1780.61,INR,succeeded
txn_01090,2025-02-20 03:24:15+00:00,mrc_00067,cus_00253,dev_00123,ins_00598,ip_b5cf541a,4877.93,INR,succeeded
txn_01091,2025-04-27 23:40:57+00:00,mrc_00063,cus_01363,dev_00428,ins_00777,ip_6264ebb9,7551.94,INR,succeeded
txn_01092,2025-01-18 08:31:15+00:00,mrc_00082,cus_00249,dev_00410,ins_00014,ip_9f22bba0,15211.91,GBP,succeeded
txn_01093,2025-01-17 14:53:55+00:00,mrc_00064,cus_01327,dev_00490,ins_00450,ip_5aba32f8,3622.8,INR,succeeded
txn_01094,2025-01-30 12:31:20+00:00,mrc_00075,cus_00834,dev_00071,ins_00367,ip_ba97435c,574.06,INR,succeeded
txn_01095,2025-02-27 13:22:31+00:00,mrc_00046,cus_01584,dev_00452,ins_00464,ip_d375029e,846.37,INR,succeeded
txn_01096,2025-04-10 22:40:18+00:00,mrc_00049,cus_01741,dev_00414,ins_00782,ip_b5b0833c,886.36,INR,succeeded
txn_01097,2025-02-22 04:59:30+00:00,mrc_00067,cus_00815,dev_00154,ins_00592,ip_67d5fcd8,2781.25,INR,succeeded
txn_01098,2025-02-14 20:46:22+00:00,mrc_00059,cus_01765,dev_00406,ins_00686,ip_d63450c1,695.65,USD,succeeded
txn_01099,2025-03-20 22:53:15+00:00,mrc_00050,cus_01627,dev_00263,ins_00807,ip_022779b5,2186.24,INR,succeeded
txn_01100,2025-01-31 18:02:57+00:00,mrc_00020,cus_00215,dev_00028,ins_00746,ip_b939d4ee,10136.88,INR,succeeded
txn_01101,2025-02-13 22:25:53+00:00,mrc_00028,cus_01988,dev_00131,ins_00060,ip_d65b19c3,1007.93,INR,succeeded
txn_01102,2025-01-30 20:57:54+00:00,mrc_00037,cus_01149,dev_00112,ins_00473,ip_a674206f,1639.88,INR,succeeded
txn_01103,2025-01-14 05:22:24+00:00,mrc_00001,cus_00902,dev_00329,ins_00598,ip_7a6f4a4d,868.62,USD,succeeded
txn_01104,2025-03-11 23:35:13+00:00,mrc_00046,cus_00312,dev_00141,ins_00804,ip_efd2e016,1358.59,INR,succeeded
txn_01105,2025-04-27 05:56:23+00:00,mrc_00001,cus_00578,dev_00387,ins_00424,ip_0993bfcb,929.38,USD,succeeded
txn_01106,2025-01-31 19:39:15+00:00,mrc_00058,cus_01373,dev_00459,ins_00795,ip_f0d0845d,759.58,INR,succeeded
txn_01107,2025-01-09 15:28:24+00:00,mrc_00068,cus_01644,dev_00269,ins_00369,ip_4529ee86,5071.83,INR,succeeded
txn_01108,2025-04-23 05:45:32+00:00,mrc_00057,cus_01833,dev_00490,ins_00674,ip_6ab742d6,12717.49,USD,succeeded
txn_01109,2025-01-13 18:01:49+00:00,mrc_00067,cus_00816,dev_00171,ins_00452,ip_45730891,1546.29,INR,succeeded
txn_01110,2025-01-06 22:10:42+00:00,mrc_00001,cus_00910,dev_00337,ins_00486,ip_ff9fc536,514.2,INR,succeeded
txn_01111,2025-03-30 09:47:36+00:00,mrc_00005,cus_00327,dev_00181,ins_00464,ip_61d569d9,9345.39,INR,succeeded
txn_01112,2025-01-19 16:51:43+00:00,mrc_00067,cus_00167,dev_00077,ins_00939,ip_64a3e924,2598.32,INR,succeeded
txn_01113,2025-04-30 12:27:58+00:00,mrc_00082,cus_00876,dev_00307,ins_00614,ip_9bd8c89a,2280.07,INR,succeeded
txn_01114,2025-02-21 11:23:44+00:00,mrc_00070,cus_01159,dev_00129,ins_00541,ip_3fbe301b,9436.7,GBP,declined
txn_01115,2025-03-22 09:45:25+00:00,mrc_00066,cus_00209,dev_00338,ins_00741,ip_5666863c,1491.41,INR,succeeded
txn_01116,2025-01-25 23:50:08+00:00,mrc_00068,cus_00818,dev_00080,ins_00159,ip_3516cbbc,5801.01,INR,succeeded
txn_01117,2025-01-26 09:53:19+00:00,mrc_00074,cus_01284,dev_00054,ins_00862,ip_b8a437b8,323.16,INR,succeeded
txn_01118,2025-04-04 10:25:50+00:00,mrc_00071,cus_01622,dev_00451,ins_00384,ip_1e7149d7,437.51,INR,succeeded
txn_01119,2025-03-03 04:36:36+00:00,mrc_00073,cus_01877,dev_00416,ins_00789,ip_a9737d2d,5422.91,INR,succeeded
txn_01120,2025-04-20 23:38:32+00:00,mrc_00006,cus_00681,dev_00352,ins_00139,ip_5d6be089,4845.46,INR,succeeded
txn_01121,2025-04-21 13:29:45+00:00,mrc_00005,cus_00784,dev_00457,ins_00001,ip_1b6d2c79,2535.16,INR,succeeded
txn_01122,2025-03-14 00:32:01+00:00,mrc_00037,cus_01750,dev_00375,ins_00145,ip_f7d4ee72,1210.25,INR,succeeded
txn_01123,2025-04-04 16:55:15+00:00,mrc_00054,cus_01387,dev_00173,ins_00219,ip_5790fd9c,3956.23,INR,succeeded
txn_01124,2025-04-13 11:34:31+00:00,mrc_00075,cus_00548,dev_00285,ins_00886,ip_5312b812,528.27,INR,succeeded
txn_01125,2025-03-11 20:07:11+00:00,mrc_00036,cus_01371,dev_00122,ins_00501,ip_149676f9,1345.22,INR,reversed
txn_01126,2025-04-07 01:41:19+00:00,mrc_00029,cus_00316,dev_00139,ins_00701,ip_eb67e3b4,16392.8,INR,succeeded
txn_01127,2025-01-04 04:26:28+00:00,mrc_00077,cus_00899,dev_00206,ins_00507,ip_e86cda16,913.11,INR,succeeded
txn_01128,2025-01-20 00:50:43+00:00,mrc_00025,cus_00613,dev_00055,ins_00999,ip_1b70b00e,344.86,GBP,succeeded
txn_01129,2025-02-26 22:22:08+00:00,mrc_00083,cus_01986,dev_00100,ins_00513,ip_491f10a8,393.58,USD,succeeded
txn_01130,2025-01-10 09:04:04+00:00,mrc_00017,cus_00070,dev_00047,ins_00951,ip_257c918d,16439.72,INR,succeeded
txn_01131,2025-02-25 09:48:43+00:00,mrc_00037,cus_01714,dev_00309,ins_00033,ip_b41bc1b1,1664.83,INR,declined
txn_01132,2025-03-17 11:36:51+00:00,mrc_00044,cus_00563,dev_00431,ins_00754,ip_29c01e88,3123.54,INR,succeeded
txn_01133,2025-02-14 03:30:58+00:00,mrc_00033,cus_00073,dev_00284,ins_00801,ip_64c1701a,934.01,INR,succeeded
txn_01134,2025-04-28 21:40:07+00:00,mrc_00001,cus_01321,dev_00236,ins_00329,ip_8cabef6e,1422.53,USD,succeeded
txn_01135,2025-04-15 16:55:36+00:00,mrc_00023,cus_01357,dev_00005,ins_00566,ip_f4a24ea5,1611.25,INR,succeeded
txn_01136,2025-04-10 19:53:38+00:00,mrc_00036,cus_00285,dev_00285,ins_00827,ip_fdec1faa,700.38,INR,succeeded
txn_01137,2025-03-27 11:21:22+00:00,mrc_00035,cus_00077,dev_00256,ins_00780,ip_6cb0550f,864.63,GBP,succeeded
txn_01138,2025-03-15 22:56:37+00:00,mrc_00078,cus_00223,dev_00089,ins_00898,ip_343b8f04,502.11,INR,succeeded
txn_01139,2025-03-21 09:20:58+00:00,mrc_00005,cus_00818,dev_00080,ins_00162,ip_93174e29,2383.26,INR,succeeded
txn_01140,2025-01-14 07:31:00+00:00,mrc_00043,cus_00265,dev_00132,ins_00417,ip_5574730a,437.69,INR,succeeded
txn_01141,2025-04-23 12:31:56+00:00,mrc_00004,cus_01407,dev_00089,ins_00442,ip_729eb2e2,6196.47,INR,succeeded
txn_01142,2025-04-04 13:34:19+00:00,mrc_00094,cus_00156,dev_00433,ins_00438,ip_da74f3c5,10523.04,INR,succeeded
txn_01143,2025-02-04 18:04:40+00:00,mrc_00080,cus_01578,dev_00313,ins_00926,ip_6c7a7a3a,398.1,INR,succeeded
txn_01144,2025-03-23 22:57:05+00:00,mrc_00099,cus_01750,dev_00323,ins_00811,ip_87fd5480,22138.52,INR,succeeded
txn_01145,2025-02-19 14:33:50+00:00,mrc_00092,cus_01434,dev_00486,ins_00103,ip_8e774711,772.83,INR,succeeded
txn_01146,2025-04-23 01:34:34+00:00,mrc_00035,cus_01889,dev_00308,ins_00976,ip_584719df,1801.34,INR,succeeded
txn_01147,2025-03-06 05:38:21+00:00,mrc_00067,cus_01879,dev_00475,ins_00346,ip_e56fff5f,1180.96,INR,succeeded
txn_01148,2025-03-27 03:05:31+00:00,mrc_00034,cus_00094,dev_00359,ins_00555,ip_6c36f32b,3657.89,USD,succeeded
txn_01149,2025-01-23 16:15:38+00:00,mrc_00091,cus_00684,dev_00253,ins_00717,ip_9990fdde,18241.8,INR,succeeded
txn_01150,2025-01-13 10:09:44+00:00,mrc_00045,cus_01521,dev_00001,ins_00876,ip_bc2de934,362.35,INR,succeeded
txn_01151,2025-04-19 01:14:05+00:00,mrc_00039,cus_00680,dev_00208,ins_00497,ip_d2d08b64,711.77,INR,succeeded
txn_01152,2025-03-15 02:29:00+00:00,mrc_00092,cus_01475,dev_00372,ins_00638,ip_5cc4a16c,487.73,INR,declined
txn_01153,2025-03-21 17:04:07+00:00,mrc_00084,cus_01549,dev_00405,ins_00517,ip_08f0ae45,178.93,INR,succeeded
txn_01154,2025-02-18 10:50:04+00:00,mrc_00097,cus_01994,dev_00422,ins_00586,ip_a98e011d,1949.7,INR,declined
txn_01155,2025-03-17 17:05:12+00:00,mrc_00005,cus_00660,dev_00325,ins_00107,ip_19c3e0df,6088.43,GBP,succeeded
txn_01156,2025-02-20 13:34:52+00:00,mrc_00023,cus_00696,dev_00038,ins_00666,ip_cd09059f,3191.43,INR,succeeded
txn_01157,2025-03-18 09:00:10+00:00,mrc_00034,cus_00049,dev_00410,ins_00888,ip_fee3dd2c,20159.15,INR,succeeded
txn_01158,2025-03-17 22:54:21+00:00,mrc_00046,cus_00572,dev_00100,ins_00556,ip_0e8f96b2,4360.2,INR,succeeded
txn_01159,2025-01-27 12:28:18+00:00,mrc_00049,cus_00562,dev_00228,ins_00296,ip_059f46cb,511.39,USD,succeeded
txn_01160,2025-04-18 23:02:47+00:00,mrc_00031,cus_00907,dev_00491,ins_00742,ip_bff74976,4404.96,USD,succeeded
txn_01161,2025-04-24 10:10:42+00:00,mrc_00080,cus_00843,dev_00159,ins_00144,ip_b4f99f92,236.6,USD,succeeded
txn_01162,2025-04-02 04:10:06+00:00,mrc_00021,cus_01714,dev_00031,ins_00033,ip_f1bd13fb,8635.44,INR,declined
txn_01163,2025-01-03 10:25:11+00:00,mrc_00067,cus_01548,dev_00409,ins_00035,ip_20e09279,7575.41,INR,succeeded
txn_01164,2025-01-03 16:14:00+00:00,mrc_00088,cus_01458,dev_00435,ins_00277,ip_149413a6,1542.32,INR,succeeded
txn_01165,2025-04-07 12:05:50+00:00,mrc_00061,cus_00011,dev_00291,ins_00875,ip_5e55ac67,2430.96,INR,declined
txn_01166,2025-01-18 15:21:25+00:00,mrc_00037,cus_00944,dev_00277,ins_00322,ip_14eb74b0,5640.58,USD,succeeded
txn_01167,2025-04-28 07:18:49+00:00,mrc_00018,cus_01460,dev_00415,ins_00206,ip_e7342321,761.15,USD,declined
txn_01168,2025-02-13 13:58:52+00:00,mrc_00013,cus_00490,dev_00026,ins_00318,ip_9d8e0ccf,282.9,INR,declined
txn_01169,2025-01-22 03:13:49+00:00,mrc_00074,cus_00850,dev_00088,ins_00623,ip_ab939f73,1022.16,INR,succeeded
txn_01170,2025-03-24 03:54:22+00:00,mrc_00049,cus_01455,dev_00371,ins_00171,ip_ad2ada92,345.02,INR,succeeded
